"'Time','II','PLETH','V','ABP','III'"
"'[01:55:17.448]',-,0.502,-,-,-"
"'[01:55:17.456]',-,0.502,-,-,-"
"'[01:55:17.464]',-,0.502,-,-,-"
"'[01:55:17.472]',-,0.502,-,-,-"
"'[01:55:17.480]',-,0.502,-,-,-"
"'[01:55:17.488]',-,0.502,-,-,-"
"'[01:55:17.496]',-,0.502,-,-,-"
"'[01:55:17.504]',-,0.502,-,-,-"
"'[01:55:17.512]',-,0.502,-,-,-"
"'[01:55:17.520]',-,0.502,-,-,-"
"'[01:55:17.528]',-,0.502,-,-,-"
"'[01:55:17.536]',-,0.502,-,-,-"
"'[01:55:17.544]',-,0.502,-,-,-"
"'[01:55:17.552]',-,0.502,-,-,-"
"'[01:55:17.560]',-,0.502,-,-,-"
"'[01:55:17.568]',-,0.502,-,-,-"
"'[01:55:17.576]',-,0.502,-,-,-"
"'[01:55:17.584]',-,0.502,-,-,-"
"'[01:55:17.592]',-,0.502,-,-,-"
"'[01:55:17.600]',-,0.502,-,-,-"
"'[01:55:17.608]',-,0.502,-,-,-"
"'[01:55:17.616]',-,0.502,-,-,-"
"'[01:55:17.624]',-,0.502,-,-,-"
"'[01:55:17.632]',-,0.502,-,-,-"
"'[01:55:17.640]',-,0.502,-,-,-"
"'[01:55:17.648]',-,0.502,-,-,-"
"'[01:55:17.656]',-,0.502,-,-,-"
"'[01:55:17.664]',-,0.502,-,-,-"
"'[01:55:17.672]',-,0.502,-,-,-"
"'[01:55:17.680]',-,0.502,-,-,-"
"'[01:55:17.688]',-,0.502,-,-,-"
"'[01:55:17.696]',-,0.502,-,-,-"
"'[01:55:17.704]',-,0.502,-,-,-"
"'[01:55:17.712]',-,0.502,-,-,-"
"'[01:55:17.720]',-,0.502,-,-,-"
"'[01:55:17.728]',-,0.502,-,-,-"
"'[01:55:17.736]',-,0.502,-,-,-"
"'[01:55:17.744]',-,0.502,-,-,-"
"'[01:55:17.752]',-,0.502,-,-,-"
"'[01:55:17.760]',-,0.502,-,-,-"
"'[01:55:17.768]',-,0.502,-,-,-"
"'[01:55:17.776]',-,0.502,-,-,-"
"'[01:55:17.784]',-,0.502,-,-,-"
"'[01:55:17.792]',-,0.502,-,-,-"
"'[01:55:17.800]',-,0.502,-,-,-"
"'[01:55:17.808]',-,0.502,-,-,-"
"'[01:55:17.816]',-,0.502,-,-,-"
"'[01:55:17.824]',-,0.502,-,-,-"
"'[01:55:17.832]',-,0.502,-,-,-"
"'[01:55:17.840]',-,0.502,-,-,-"
"'[01:55:17.848]',-,0.502,-,-,-"
"'[01:55:17.856]',-,0.502,-,-,-"
"'[01:55:17.864]',-,0.502,-,-,-"
"'[01:55:17.872]',-,0.502,-,-,-"
"'[01:55:17.880]',-,0.502,-,-,-"
"'[01:55:17.888]',-,0.502,-,-,-"
"'[01:55:17.896]',-,0.502,-,-,-"
"'[01:55:17.904]',-,0.502,-,-,-"
"'[01:55:17.912]',-,0.502,-,-,-"
"'[01:55:17.920]',-,0.502,-,-,-"
"'[01:55:17.928]',-,0.502,-,-,-"
"'[01:55:17.936]',-,0.502,-,-,-"
"'[01:55:17.944]',-,0.502,-,-,-"
"'[01:55:17.952]',-,0.502,-,-,-"
"'[01:55:17.960]',-,0.502,-,-,-"
"'[01:55:17.968]',-,0.502,-,-,-"
"'[01:55:17.976]',-,0.502,-,-,-"
"'[01:55:17.984]',-,0.502,-,-,-"
"'[01:55:17.992]',-,0.502,-,-,-"
"'[01:55:18.000]',-,0.502,-,-,-"
"'[01:55:18.008]',-,0.502,-,-,-"
"'[01:55:18.016]',-,0.502,-,-,-"
"'[01:55:18.024]',-,0.502,-,-,-"
"'[01:55:18.032]',-,0.502,-,-,-"
"'[01:55:18.040]',-,0.502,-,-,-"
"'[01:55:18.048]',-,0.502,-,-,-"
"'[01:55:18.056]',-,0.502,-,-,-"
"'[01:55:18.064]',-,0.502,-,-,-"
"'[01:55:18.072]',-,0.502,-,-,-"
"'[01:55:18.080]',-,0.502,-,-,-"
"'[01:55:18.088]',-,0.502,-,-,-"
"'[01:55:18.096]',-,0.502,-,-,-"
"'[01:55:18.104]',-,0.502,-,-,-"
"'[01:55:18.112]',-,0.502,-,-,-"
"'[01:55:18.120]',-,0.502,-,-,-"
"'[01:55:18.128]',-,0.502,-,-,-"
"'[01:55:18.136]',-,0.502,-,-,-"
"'[01:55:18.144]',-,0.502,-,-,-"
"'[01:55:18.152]',-,0.502,-,-,-"
"'[01:55:18.160]',-,0.502,-,-,-"
"'[01:55:18.168]',-,0.502,-,-,-"
"'[01:55:18.176]',-,0.502,-,-,-"
"'[01:55:18.184]',-,0.502,-,-,-"
"'[01:55:18.192]',-,0.502,-,-,-"
"'[01:55:18.200]',-,0.502,-,-,-"
"'[01:55:18.208]',-,0.502,-,-,-"
"'[01:55:18.216]',-,0.502,-,-,-"
"'[01:55:18.224]',-,0.502,-,-,-"
"'[01:55:18.232]',-,0.502,-,-,-"
"'[01:55:18.240]',-,0.502,-,-,-"
"'[01:55:18.248]',-,0.502,-,-,-"
"'[01:55:18.256]',-,0.502,-,-,-"
"'[01:55:18.264]',-,0.502,-,-,-"
"'[01:55:18.272]',-,0.502,-,-,-"
"'[01:55:18.280]',-,0.502,-,-,-"
"'[01:55:18.288]',-,0.502,-,-,-"
"'[01:55:18.296]',-,0.502,-,-,-"
"'[01:55:18.304]',-,0.502,-,-,-"
"'[01:55:18.312]',-,0.502,-,-,-"
"'[01:55:18.320]',-,0.502,-,-,-"
"'[01:55:18.328]',-,0.502,-,-,-"
"'[01:55:18.336]',-,0.502,-,-,-"
"'[01:55:18.344]',-,0.502,-,-,-"
"'[01:55:18.352]',-,0.502,-,-,-"
"'[01:55:18.360]',-,0.502,-,-,-"
"'[01:55:18.368]',-,0.502,-,-,-"
"'[01:55:18.376]',-,0.502,-,-,-"
"'[01:55:18.384]',-,0.502,-,-,-"
"'[01:55:18.392]',-,0.502,-,-,-"
"'[01:55:18.400]',-,0.502,-,-,-"
"'[01:55:18.408]',-,0.502,-,-,-"
"'[01:55:18.416]',-,0.502,-,-,-"
"'[01:55:18.424]',-,0.502,-,-,-"
"'[01:55:18.432]',-,0.502,-,-,-"
"'[01:55:18.440]',-,0.502,-,-,-"
"'[01:55:18.448]',-,0.502,-,-,-"
"'[01:55:18.456]',-,0.502,-,-,-"
"'[01:55:18.464]',-,0.502,-,-,-"
"'[01:55:18.472]',-,0.502,-,-,-"
"'[01:55:18.480]',-,0.502,-,-,-"
"'[01:55:18.488]',-,0.502,-,-,-"
"'[01:55:18.496]',-,0.502,-,-,-"
"'[01:55:18.504]',-,0.502,-,-,-"
"'[01:55:18.512]',-,0.502,-,-,-"
"'[01:55:18.520]',-,0.502,-,-,-"
"'[01:55:18.528]',-,0.502,-,-,-"
"'[01:55:18.536]',-,0.502,-,-,-"
"'[01:55:18.544]',-,0.502,-,-,-"
"'[01:55:18.552]',-,0.502,-,-,-"
"'[01:55:18.560]',-,0.502,-,-,-"
"'[01:55:18.568]',-,0.502,-,-,-"
"'[01:55:18.576]',-,0.502,-,-,-"
"'[01:55:18.584]',-,0.502,-,-,-"
"'[01:55:18.592]',-,0.502,-,-,-"
"'[01:55:18.600]',-,0.502,-,-,-"
"'[01:55:18.608]',-,0.502,-,-,-"
"'[01:55:18.616]',-,0.502,-,-,-"
"'[01:55:18.624]',-,0.502,-,-,-"
"'[01:55:18.632]',-,0.502,-,-,-"
"'[01:55:18.640]',-,0.502,-,-,-"
"'[01:55:18.648]',-,0.502,-,-,-"
"'[01:55:18.656]',-,0.502,-,-,-"
"'[01:55:18.664]',-,0.502,-,-,-"
"'[01:55:18.672]',-,0.502,-,-,-"
"'[01:55:18.680]',-,0.502,-,-,-"
"'[01:55:18.688]',-,0.502,-,-,-"
"'[01:55:18.696]',-,0.502,-,-,-"
"'[01:55:18.704]',-,0.502,-,-,-"
"'[01:55:18.712]',-,0.502,-,-,-"
"'[01:55:18.720]',-,0.502,-,-,-"
"'[01:55:18.728]',-,0.502,-,-,-"
"'[01:55:18.736]',-,0.502,-,-,-"
"'[01:55:18.744]',-,0.502,-,-,-"
"'[01:55:18.752]',-,0.502,-,-,-"
"'[01:55:18.760]',-,0.502,-,-,-"
"'[01:55:18.768]',-,0.502,-,-,-"
"'[01:55:18.776]',-,0.502,-,-,-"
"'[01:55:18.784]',-,0.502,-,-,-"
"'[01:55:18.792]',-,0.502,-,-,-"
"'[01:55:18.800]',-,0.502,-,-,-"
"'[01:55:18.808]',-,0.502,-,-,-"
"'[01:55:18.816]',-,0.502,-,-,-"
"'[01:55:18.824]',-,0.502,-,-,-"
"'[01:55:18.832]',-,0.502,-,-,-"
"'[01:55:18.840]',-,0.502,-,-,-"
"'[01:55:18.848]',-,0.502,-,-,-"
"'[01:55:18.856]',-,0.502,-,-,-"
"'[01:55:18.864]',-,0.502,-,-,-"
"'[01:55:18.872]',-,0.502,-,-,-"
"'[01:55:18.880]',-,0.502,-,-,-"
"'[01:55:18.888]',-,0.502,-,-,-"
"'[01:55:18.896]',-,0.502,-,-,-"
"'[01:55:18.904]',-,0.502,-,-,-"
"'[01:55:18.912]',-,0.502,-,-,-"
"'[01:55:18.920]',-,0.502,-,-,-"
"'[01:55:18.928]',-,0.502,-,-,-"
"'[01:55:18.936]',-,0.502,-,-,-"
"'[01:55:18.944]',-,0.502,-,-,-"
"'[01:55:18.952]',-,0.502,-,-,-"
"'[01:55:18.960]',-,0.502,-,-,-"
"'[01:55:18.968]',-,0.502,-,-,-"
"'[01:55:18.976]',-,0.502,-,-,-"
"'[01:55:18.984]',-,0.502,-,-,-"
"'[01:55:18.992]',-,0.502,-,-,-"
"'[01:55:19.000]',-,0.502,-,-,-"
"'[01:55:19.008]',-,0.502,-,-,-"
"'[01:55:19.016]',-,0.502,-,-,-"
"'[01:55:19.024]',-,0.502,-,-,-"
"'[01:55:19.032]',-,0.502,-,-,-"
"'[01:55:19.040]',-,0.502,-,-,-"
"'[01:55:19.048]',-,0.502,-,-,-"
"'[01:55:19.056]',-,0.502,-,-,-"
"'[01:55:19.064]',-,0.502,-,-,-"
"'[01:55:19.072]',-,0.502,-,-,-"
"'[01:55:19.080]',-,0.502,-,-,-"
"'[01:55:19.088]',-,0.502,-,-,-"
"'[01:55:19.096]',-,0.502,-,-,-"
"'[01:55:19.104]',-,0.502,-,-,-"
"'[01:55:19.112]',-,0.502,-,-,-"
"'[01:55:19.120]',-,0.502,-,-,-"
"'[01:55:19.128]',-,0.502,-,-,-"
"'[01:55:19.136]',-,0.502,-,-,-"
"'[01:55:19.144]',-,0.502,-,-,-"
"'[01:55:19.152]',-,0.502,-,-,-"
"'[01:55:19.160]',-,0.502,-,-,-"
"'[01:55:19.168]',-,0.502,-,-,-"
"'[01:55:19.176]',-,0.502,-,-,-"
"'[01:55:19.184]',-,0.502,-,-,-"
"'[01:55:19.192]',-,0.502,-,-,-"
"'[01:55:19.200]',-,0.502,-,-,-"
"'[01:55:19.208]',-,0.502,-,-,-"
"'[01:55:19.216]',-,0.502,-,-,-"
"'[01:55:19.224]',-,0.502,-,-,-"
"'[01:55:19.232]',-,0.502,-,-,-"
"'[01:55:19.240]',-,0.502,-,-,-"
"'[01:55:19.248]',-,0.502,-,-,-"
"'[01:55:19.256]',-,0.502,-,-,-"
"'[01:55:19.264]',-,0.502,-,-,-"
"'[01:55:19.272]',-,0.502,-,-,-"
"'[01:55:19.280]',-,0.502,-,-,-"
"'[01:55:19.288]',-,0.502,-,-,-"
"'[01:55:19.296]',-,0.502,-,-,-"
"'[01:55:19.304]',-,0.502,-,-,-"
"'[01:55:19.312]',-,0.502,-,-,-"
"'[01:55:19.320]',-,0.502,-,-,-"
"'[01:55:19.328]',-,0.502,-,-,-"
"'[01:55:19.336]',-,0.502,-,-,-"
"'[01:55:19.344]',-,0.502,-,-,-"
"'[01:55:19.352]',-,0.502,-,-,-"
"'[01:55:19.360]',-,0.502,-,-,-"
"'[01:55:19.368]',-,0.502,-,-,-"
"'[01:55:19.376]',-,0.502,-,-,-"
"'[01:55:19.384]',-,0.502,-,-,-"
"'[01:55:19.392]',-,0.502,-,-,-"
"'[01:55:19.400]',-,0.502,-,-,-"
"'[01:55:19.408]',-,0.502,-,-,-"
"'[01:55:19.416]',-,0.502,-,-,-"
"'[01:55:19.424]',-,0.502,-,-,-"
"'[01:55:19.432]',-,0.502,-,-,-"
"'[01:55:19.440]',-,0.502,-,-,-"
"'[01:55:19.448]',-,0.502,-,-,-"
"'[01:55:19.456]',-,0.502,-,-,-"
"'[01:55:19.464]',-,0.502,-,-,-"
"'[01:55:19.472]',-,0.502,-,-,-"
"'[01:55:19.480]',-,0.502,-,-,-"
"'[01:55:19.488]',-,0.502,-,-,-"
"'[01:55:19.496]',-,0.502,-,-,-"
"'[01:55:19.504]',-,0.502,-,-,-"
"'[01:55:19.512]',-,0.502,-,-,-"
"'[01:55:19.520]',-,0.502,-,-,-"
"'[01:55:19.528]',-,0.502,-,-,-"
"'[01:55:19.536]',-,0.502,-,-,-"
"'[01:55:19.544]',-,0.502,-,-,-"
"'[01:55:19.552]',-,0.502,-,-,-"
"'[01:55:19.560]',-,0.502,-,-,-"
"'[01:55:19.568]',-,0.502,-,-,-"
"'[01:55:19.576]',-,0.502,-,-,-"
"'[01:55:19.584]',-,0.502,-,-,-"
"'[01:55:19.592]',-,0.502,-,-,-"
"'[01:55:19.600]',-,0.502,-,-,-"
"'[01:55:19.608]',-,0.502,-,-,-"
"'[01:55:19.616]',-,0.502,-,-,-"
"'[01:55:19.624]',-,0.502,-,-,-"
"'[01:55:19.632]',-,0.502,-,-,-"
"'[01:55:19.640]',-,0.502,-,-,-"
"'[01:55:19.648]',-,0.502,-,-,-"
"'[01:55:19.656]',-,0.502,-,-,-"
"'[01:55:19.664]',-,0.502,-,-,-"
"'[01:55:19.672]',-,0.502,-,-,-"
"'[01:55:19.680]',-,0.502,-,-,-"
"'[01:55:19.688]',-,0.502,-,-,-"
"'[01:55:19.696]',-,0.502,-,-,-"
"'[01:55:19.704]',-,0.502,-,-,-"
"'[01:55:19.712]',-,0.502,-,-,-"
"'[01:55:19.720]',-,0.502,-,-,-"
"'[01:55:19.728]',-,0.502,-,-,-"
"'[01:55:19.736]',-,0.502,-,-,-"
"'[01:55:19.744]',-,0.502,-,-,-"
"'[01:55:19.752]',-,0.502,-,-,-"
"'[01:55:19.760]',-,0.502,-,-,-"
"'[01:55:19.768]',-,0.502,-,-,-"
"'[01:55:19.776]',-,0.502,-,-,-"
"'[01:55:19.784]',-,0.502,-,-,-"
"'[01:55:19.792]',-,0.502,-,-,-"
"'[01:55:19.800]',-,0.502,-,-,-"
"'[01:55:19.808]',-,0.502,-,-,-"
"'[01:55:19.816]',-,0.502,-,-,-"
"'[01:55:19.824]',-,0.502,-,-,-"
"'[01:55:19.832]',-,0.502,-,-,-"
"'[01:55:19.840]',-,0.502,-,-,-"
"'[01:55:19.848]',-,0.502,-,-,-"
"'[01:55:19.856]',-,0.502,-,-,-"
"'[01:55:19.864]',-,0.502,-,-,-"
"'[01:55:19.872]',-,0.502,-,-,-"
"'[01:55:19.880]',-,0.502,-,-,-"
"'[01:55:19.888]',-,0.502,-,-,-"
"'[01:55:19.896]',-,0.502,-,-,-"
"'[01:55:19.904]',-,0.502,-,-,-"
"'[01:55:19.912]',-,0.502,-,-,-"
"'[01:55:19.920]',-,0.502,-,-,-"
"'[01:55:19.928]',-,0.502,-,-,-"
"'[01:55:19.936]',-,0.502,-,-,-"
"'[01:55:19.944]',-,0.502,-,-,-"
"'[01:55:19.952]',-,0.502,-,-,-"
"'[01:55:19.960]',-,0.502,-,-,-"
"'[01:55:19.968]',-,0.502,-,-,-"
"'[01:55:19.976]',-,0.502,-,-,-"
"'[01:55:19.984]',-,0.502,-,-,-"
"'[01:55:19.992]',-,0.502,-,-,-"
"'[01:55:20.000]',-,0.502,-,-,-"
"'[01:55:20.008]',-,0.502,-,-,-"
"'[01:55:20.016]',-,0.502,-,-,-"
"'[01:55:20.024]',-,0.502,-,-,-"
"'[01:55:20.032]',-,0.502,-,-,-"
"'[01:55:20.040]',-,0.502,-,-,-"
"'[01:55:20.048]',-,0.502,-,-,-"
"'[01:55:20.056]',-,0.502,-,-,-"
"'[01:55:20.064]',-,0.502,-,-,-"
"'[01:55:20.072]',-,0.502,-,-,-"
"'[01:55:20.080]',-,0.502,-,-,-"
"'[01:55:20.088]',-,0.502,-,-,-"
"'[01:55:20.096]',-,0.502,-,-,-"
"'[01:55:20.104]',-,0.502,-,-,-"
"'[01:55:20.112]',-,0.502,-,-,-"
"'[01:55:20.120]',-,0.502,-,-,-"
"'[01:55:20.128]',-,0.502,-,-,-"
"'[01:55:20.136]',-,0.502,-,-,-"
"'[01:55:20.144]',-,0.502,-,-,-"
"'[01:55:20.152]',-,0.502,-,-,-"
"'[01:55:20.160]',-,0.502,-,-,-"
"'[01:55:20.168]',-,0.502,-,-,-"
"'[01:55:20.176]',-,0.502,-,-,-"
"'[01:55:20.184]',-,0.502,-,-,-"
"'[01:55:20.192]',-,0.502,-,-,-"
"'[01:55:20.200]',-,0.502,-,-,-"
"'[01:55:20.208]',-,0.502,-,-,-"
"'[01:55:20.216]',-,0.502,-,-,-"
"'[01:55:20.224]',-,0.502,-,-,-"
"'[01:55:20.232]',-,0.502,-,-,-"
"'[01:55:20.240]',-,0.502,-,-,-"
"'[01:55:20.248]',-,0.502,-,-,-"
"'[01:55:20.256]',-,0.502,-,-,-"
"'[01:55:20.264]',-,0.502,-,-,-"
"'[01:55:20.272]',-,0.502,-,-,-"
"'[01:55:20.280]',-,0.502,-,-,-"
"'[01:55:20.288]',-,0.502,-,-,-"
"'[01:55:20.296]',-,0.502,-,-,-"
"'[01:55:20.304]',-,0.502,-,-,-"
"'[01:55:20.312]',-,0.502,-,-,-"
"'[01:55:20.320]',-,0.502,-,-,-"
"'[01:55:20.328]',-,0.502,-,-,-"
"'[01:55:20.336]',-,0.502,-,-,-"
"'[01:55:20.344]',-,0.502,-,-,-"
"'[01:55:20.352]',-,0.502,-,-,-"
"'[01:55:20.360]',-,0.502,-,-,-"
"'[01:55:20.368]',-,0.502,-,-,-"
"'[01:55:20.376]',-,0.502,-,-,-"
"'[01:55:20.384]',-,0.502,-,-,-"
"'[01:55:20.392]',-,0.502,-,-,-"
"'[01:55:20.400]',-,0.502,-,-,-"
"'[01:55:20.408]',-,0.502,-,-,-"
"'[01:55:20.416]',-,0.502,-,-,-"
"'[01:55:20.424]',-,0.502,-,-,-"
"'[01:55:20.432]',-,0.502,-,-,-"
"'[01:55:20.440]',-,0.502,-,-,-"
"'[01:55:20.448]',-,0.502,-,-,-"
"'[01:55:20.456]',-,0.502,-,-,-"
"'[01:55:20.464]',-,0.502,-,-,-"
"'[01:55:20.472]',-,0.502,-,-,-"
"'[01:55:20.480]',-,0.502,-,-,-"
"'[01:55:20.488]',-,0.502,-,-,-"
"'[01:55:20.496]',-,0.502,-,-,-"
"'[01:55:20.504]',-,0.502,-,-,-"
"'[01:55:20.512]',-,0.502,-,-,-"
"'[01:55:20.520]',-,0.502,-,-,-"
"'[01:55:20.528]',-,0.502,-,-,-"
"'[01:55:20.536]',-,0.502,-,-,-"
"'[01:55:20.544]',-,0.502,-,-,-"
"'[01:55:20.552]',-,0.502,-,-,-"
"'[01:55:20.560]',-,0.502,-,-,-"
"'[01:55:20.568]',-,0.502,-,-,-"
"'[01:55:20.576]',-,0.502,-,-,-"
"'[01:55:20.584]',-,0.502,-,-,-"
"'[01:55:20.592]',-,0.502,-,-,-"
"'[01:55:20.600]',-,0.502,-,-,-"
"'[01:55:20.608]',-,0.502,-,-,-"
"'[01:55:20.616]',-,0.502,-,-,-"
"'[01:55:20.624]',-,0.502,-,-,-"
"'[01:55:20.632]',-,0.502,-,-,-"
"'[01:55:20.640]',-,0.502,-,-,-"
"'[01:55:20.648]',-,0.502,-,-,-"
"'[01:55:20.656]',-,0.502,-,-,-"
"'[01:55:20.664]',-,0.502,-,-,-"
"'[01:55:20.672]',-,0.502,-,-,-"
"'[01:55:20.680]',-,0.502,-,-,-"
"'[01:55:20.688]',-,0.502,-,-,-"
"'[01:55:20.696]',-,0.502,-,-,-"
"'[01:55:20.704]',-,0.502,-,-,-"
"'[01:55:20.712]',-,0.502,-,-,-"
"'[01:55:20.720]',-,0.502,-,-,-"
"'[01:55:20.728]',-,0.502,-,-,-"
"'[01:55:20.736]',-,0.502,-,-,-"
"'[01:55:20.744]',-,0.502,-,-,-"
"'[01:55:20.752]',-,0.502,-,-,-"
"'[01:55:20.760]',-,0.502,-,-,-"
"'[01:55:20.768]',-,0.502,-,-,-"
"'[01:55:20.776]',-,0.502,-,-,-"
"'[01:55:20.784]',-,0.502,-,-,-"
"'[01:55:20.792]',-,0.502,-,-,-"
"'[01:55:20.800]',-,0.502,-,-,-"
"'[01:55:20.808]',-,0.502,-,-,-"
"'[01:55:20.816]',-,0.502,-,-,-"
"'[01:55:20.824]',-,0.502,-,-,-"
"'[01:55:20.832]',-,0.502,-,-,-"
"'[01:55:20.840]',-,0.502,-,-,-"
"'[01:55:20.848]',-,0.502,-,-,-"
"'[01:55:20.856]',-,0.502,-,-,-"
"'[01:55:20.864]',-,0.502,-,-,-"
"'[01:55:20.872]',-,0.502,-,-,-"
"'[01:55:20.880]',-,0.502,-,-,-"
"'[01:55:20.888]',-,0.502,-,-,-"
"'[01:55:20.896]',-,0.502,-,-,-"
"'[01:55:20.904]',-,0.502,-,-,-"
"'[01:55:20.912]',-,0.502,-,-,-"
"'[01:55:20.920]',-,0.502,-,-,-"
"'[01:55:20.928]',-,0.502,-,-,-"
"'[01:55:20.936]',-,0.502,-,-,-"
"'[01:55:20.944]',-,0.502,-,-,-"
"'[01:55:20.952]',-,0.502,-,-,-"
"'[01:55:20.960]',-,0.502,-,-,-"
"'[01:55:20.968]',-,0.502,-,-,-"
"'[01:55:20.976]',-,0.502,-,-,-"
"'[01:55:20.984]',-,0.502,-,-,-"
"'[01:55:20.992]',-,0.502,-,-,-"
"'[01:55:21.000]',-,0.502,-,-,-"
"'[01:55:21.008]',-,0.502,-,-,-"
"'[01:55:21.016]',-,0.502,-,-,-"
"'[01:55:21.024]',-,0.502,-,-,-"
"'[01:55:21.032]',-,0.502,-,-,-"
"'[01:55:21.040]',-,0.502,-,-,-"
"'[01:55:21.048]',-,0.502,-,-,-"
"'[01:55:21.056]',-,0.502,-,-,-"
"'[01:55:21.064]',-,0.502,-,-,-"
"'[01:55:21.072]',-,0.502,-,-,-"
"'[01:55:21.080]',-,0.502,-,-,-"
"'[01:55:21.088]',-,0.502,-,-,-"
"'[01:55:21.096]',-,0.502,-,-,-"
"'[01:55:21.104]',-,0.502,-,-,-"
"'[01:55:21.112]',-,0.502,-,-,-"
"'[01:55:21.120]',-,0.502,-,-,-"
"'[01:55:21.128]',-,0.502,-,-,-"
"'[01:55:21.136]',-,0.502,-,-,-"
"'[01:55:21.144]',-,0.502,-,-,-"
"'[01:55:21.152]',-,0.502,-,-,-"
"'[01:55:21.160]',-,0.502,-,-,-"
"'[01:55:21.168]',-,0.502,-,-,-"
"'[01:55:21.176]',-,0.502,-,-,-"
"'[01:55:21.184]',-,0.502,-,-,-"
"'[01:55:21.192]',-,0.502,-,-,-"
"'[01:55:21.200]',-,0.502,-,-,-"
"'[01:55:21.208]',-,0.502,-,-,-"
"'[01:55:21.216]',-,0.502,-,-,-"
"'[01:55:21.224]',-,0.502,-,-,-"
"'[01:55:21.232]',-,0.502,-,-,-"
"'[01:55:21.240]',-,0.502,-,-,-"
"'[01:55:21.248]',-,0.502,-,-,-"
"'[01:55:21.256]',-,0.502,-,-,-"
"'[01:55:21.264]',-,0.502,-,-,-"
"'[01:55:21.272]',-,0.502,-,-,-"
"'[01:55:21.280]',-,0.502,-,-,-"
"'[01:55:21.288]',-,0.502,-,-,-"
"'[01:55:21.296]',-,0.502,-,-,-"
"'[01:55:21.304]',-,0.502,-,-,-"
"'[01:55:21.312]',-,0.502,-,-,-"
"'[01:55:21.320]',-,0.502,-,-,-"
"'[01:55:21.328]',-,0.502,-,-,-"
"'[01:55:21.336]',-,0.502,-,-,-"
"'[01:55:21.344]',-,0.502,-,-,-"
"'[01:55:21.352]',-,0.502,-,-,-"
"'[01:55:21.360]',-,0.502,-,-,-"
"'[01:55:21.368]',-,0.502,-,-,-"
"'[01:55:21.376]',-,0.502,-,-,-"
"'[01:55:21.384]',-,0.502,-,-,-"
"'[01:55:21.392]',-,0.502,-,-,-"
"'[01:55:21.400]',-,0.502,-,-,-"
"'[01:55:21.408]',-,0.502,-,-,-"
"'[01:55:21.416]',-,0.502,-,-,-"
"'[01:55:21.424]',-,0.502,-,-,-"
"'[01:55:21.432]',-,0.502,-,-,-"
"'[01:55:21.440]',-,0.502,-,-,-"
"'[01:55:21.448]',-,0.502,-,-,-"
"'[01:55:21.456]',-,0.502,-,-,-"
"'[01:55:21.464]',-,0.502,-,-,-"
"'[01:55:21.472]',-,0.502,-,-,-"
"'[01:55:21.480]',-,0.502,-,-,-"
"'[01:55:21.488]',-,0.502,-,-,-"
"'[01:55:21.496]',-,0.502,-,-,-"
"'[01:55:21.504]',-,0.502,-,-,-"
"'[01:55:21.512]',-,0.502,-,-,-"
"'[01:55:21.520]',-,0.502,-,-,-"
"'[01:55:21.528]',-,0.502,-,-,-"
"'[01:55:21.536]',-,0.502,-,-,-"
"'[01:55:21.544]',-,0.502,-,-,-"
"'[01:55:21.552]',-,0.502,-,-,-"
"'[01:55:21.560]',-,0.502,-,-,-"
"'[01:55:21.568]',-,0.502,-,-,-"
"'[01:55:21.576]',-,0.502,-,-,-"
"'[01:55:21.584]',-,0.502,-,-,-"
"'[01:55:21.592]',-,0.502,-,-,-"
"'[01:55:21.600]',-,0.502,-,-,-"
"'[01:55:21.608]',-,0.502,-,-,-"
"'[01:55:21.616]',-,0.502,-,-,-"
"'[01:55:21.624]',-,0.502,-,-,-"
"'[01:55:21.632]',-,0.502,-,-,-"
"'[01:55:21.640]',-,0.502,-,-,-"
"'[01:55:21.648]',-,0.502,-,-,-"
"'[01:55:21.656]',-,0.502,-,-,-"
"'[01:55:21.664]',-,0.502,-,-,-"
"'[01:55:21.672]',-,0.502,-,-,-"
"'[01:55:21.680]',-,0.502,-,-,-"
"'[01:55:21.688]',-,0.502,-,-,-"
"'[01:55:21.696]',-,0.502,-,-,-"
"'[01:55:21.704]',-,0.502,-,-,-"
"'[01:55:21.712]',-,0.502,-,-,-"
"'[01:55:21.720]',-,0.502,-,-,-"
"'[01:55:21.728]',-,0.502,-,-,-"
"'[01:55:21.736]',-,0.502,-,-,-"
"'[01:55:21.744]',-,0.502,-,-,-"
"'[01:55:21.752]',-,0.502,-,-,-"
"'[01:55:21.760]',-,0.502,-,-,-"
"'[01:55:21.768]',-,0.502,-,-,-"
"'[01:55:21.776]',-,0.502,-,-,-"
"'[01:55:21.784]',-,0.502,-,-,-"
"'[01:55:21.792]',-,0.502,-,-,-"
"'[01:55:21.800]',-,0.502,-,-,-"
"'[01:55:21.808]',-,0.502,-,-,-"
"'[01:55:21.816]',-,0.502,-,-,-"
"'[01:55:21.824]',-,0.502,-,-,-"
"'[01:55:21.832]',-,0.502,-,-,-"
"'[01:55:21.840]',-,0.502,-,-,-"
"'[01:55:21.848]',-,0.502,-,-,-"
"'[01:55:21.856]',-,0.502,-,-,-"
"'[01:55:21.864]',-,0.502,-,-,-"
"'[01:55:21.872]',-,0.502,-,-,-"
"'[01:55:21.880]',-,0.502,-,-,-"
"'[01:55:21.888]',-,0.502,-,-,-"
"'[01:55:21.896]',-,0.502,-,-,-"
"'[01:55:21.904]',-,0.502,-,-,-"
"'[01:55:21.912]',-,0.502,-,-,-"
