'Time','II','PLETH','ABP','III','I'
'[13:33:05.400]',0.164,0.388,112.332,-,-
'[13:33:05.408]',0.164,0.384,111.088,-,-
'[13:33:05.416]',0.164,0.376,108.601,-,-
'[13:33:05.424]',0.148,0.373,106.943,-,-
'[13:33:05.432]',0.148,0.365,105.285,-,-
'[13:33:05.440]',0.148,0.361,103.212,-,-
'[13:33:05.448]',0.148,0.357,100.725,-,-
'[13:33:05.456]',0.172,0.349,98.238,-,-
'[13:33:05.464]',0.234,0.345,96.166,-,-
'[13:33:05.472]',0.289,0.345,93.679,-,-
'[13:33:05.480]',0.289,0.341,90.777,-,-
'[13:33:05.488]',0.258,0.337,88.290,-,-
'[13:33:05.496]',0.219,0.333,85.803,-,-
'[13:33:05.504]',0.172,0.322,84.560,-,-
'[13:33:05.512]',0.141,0.314,82.902,-,-
'[13:33:05.520]',0.133,0.310,81.244,-,-
'[13:33:05.528]',0.133,0.306,80.415,-,-
'[13:33:05.536]',0.133,0.318,79.585,-,-
'[13:33:05.544]',0.125,0.341,79.585,-,-
'[13:33:05.552]',0.094,0.380,78.756,-,-
'[13:33:05.560]',-0.055,0.431,77.927,-,-
'[13:33:05.568]',-0.250,0.490,77.513,-,-
'[13:33:05.576]',-0.258,0.541,76.684,-,-
'[13:33:05.584]',0.766,0.584,76.684,-,-
'[13:33:05.592]',1.508,0.624,75.855,-,-
'[13:33:05.600]',1.508,0.659,75.855,-,-
'[13:33:05.608]',1.086,0.678,75.026,-,-
'[13:33:05.616]',0.547,0.686,75.026,-,-
'[13:33:05.624]',0.234,0.690,74.197,-,-
'[13:33:05.632]',0.062,0.682,74.197,-,-
'[13:33:05.640]',0.000,0.671,74.197,-,-
'[13:33:05.648]',-0.016,0.651,73.368,-,-
'[13:33:05.656]',-0.016,0.635,73.368,-,-
'[13:33:05.664]',-0.016,0.612,73.368,-,-
'[13:33:05.672]',-0.016,0.592,73.368,-,-
'[13:33:05.680]',0.000,0.573,73.368,-,-
'[13:33:05.688]',0.023,0.553,73.368,-,-
'[13:33:05.696]',0.039,0.529,73.368,-,-
'[13:33:05.704]',0.055,0.506,73.368,-,-
'[13:33:05.712]',0.078,0.478,73.368,-,-
'[13:33:05.720]',0.094,0.455,72.539,-,-
'[13:33:05.728]',0.117,0.431,72.539,-,-
'[13:33:05.736]',0.148,0.408,71.710,-,-
'[13:33:05.744]',0.188,0.388,71.710,-,-
'[13:33:05.752]',0.234,0.365,71.710,-,-
'[13:33:05.760]',0.281,0.345,71.710,-,-
'[13:33:05.768]',0.336,0.329,71.710,-,-
'[13:33:05.776]',0.398,0.318,71.710,-,-
'[13:33:05.784]',0.453,0.306,71.710,-,-
'[13:33:05.792]',0.484,0.298,72.539,-,-
'[13:33:05.800]',0.508,0.294,72.539,-,-
'[13:33:05.808]',0.492,0.294,71.710,-,-
'[13:33:05.816]',0.469,0.302,71.295,-,-
'[13:33:05.824]',0.430,0.310,69.637,-,-
'[13:33:05.832]',0.367,0.322,67.979,-,-
'[13:33:05.840]',0.305,0.337,67.150,-,-
'[13:33:05.848]',0.250,0.349,68.808,-,-
'[13:33:05.856]',0.203,0.365,74.197,-,-
'[13:33:05.864]',0.172,0.380,87.461,-,-
'[13:33:05.872]',0.148,0.392,104.870,-,-
'[13:33:05.880]',0.148,0.404,119.378,-,-
'[13:33:05.888]',0.148,0.412,127.254,-,-
'[13:33:05.896]',0.148,0.416,128.912,-,-
'[13:33:05.904]',0.148,0.424,128.912,-,-
'[13:33:05.912]',0.156,0.424,129.741,-,-
'[13:33:05.920]',0.164,0.427,131.399,-,-
'[13:33:05.928]',0.164,0.427,132.642,-,-
'[13:33:05.936]',0.164,0.424,132.642,-,-
'[13:33:05.944]',0.164,0.424,131.399,-,-
'[13:33:05.952]',0.164,0.420,129.741,-,-
'[13:33:05.960]',0.164,0.412,127.254,-,-
'[13:33:05.968]',0.164,0.408,125.596,-,-
'[13:33:05.976]',0.164,0.404,124.352,-,-
'[13:33:05.984]',0.156,0.396,121.865,-,-
'[13:33:05.992]',0.148,0.392,120.207,-,-
'[13:33:06.000]',0.148,0.384,118.135,-,-
'[13:33:06.008]',0.148,0.380,116.477,-,-
'[13:33:06.016]',0.180,0.376,113.990,-,-
'[13:33:06.024]',0.234,0.373,111.088,-,-
'[13:33:06.032]',0.289,0.365,108.601,-,-
'[13:33:06.040]',0.297,0.361,105.285,-,-
'[13:33:06.048]',0.273,0.349,102.383,-,-
'[13:33:06.056]',0.234,0.341,99.067,-,-
'[13:33:06.064]',0.180,0.337,96.166,-,-
'[13:33:06.072]',0.148,0.337,92.850,-,-
'[13:33:06.080]',0.133,0.349,90.777,-,-
'[13:33:06.088]',0.133,0.369,87.461,-,-
'[13:33:06.096]',0.133,0.408,85.803,-,-
'[13:33:06.104]',0.133,0.463,83.731,-,-
'[13:33:06.112]',0.117,0.522,82.073,-,-
'[13:33:06.120]',-0.016,0.588,81.244,-,-
'[13:33:06.128]',-0.234,0.647,79.585,-,-
'[13:33:06.136]',-0.289,0.694,78.756,-,-
'[13:33:06.144]',0.570,0.733,77.927,-,-
'[13:33:06.152]',1.508,0.753,77.513,-,-
'[13:33:06.160]',1.508,0.765,76.684,-,-
'[13:33:06.168]',1.352,0.765,76.684,-,-
'[13:33:06.176]',0.703,0.757,76.684,-,-
'[13:33:06.184]',0.289,0.745,75.855,-,-
'[13:33:06.192]',0.078,0.729,75.855,-,-
'[13:33:06.200]',0.000,0.706,75.026,-,-
'[13:33:06.208]',-0.023,0.678,75.026,-,-
'[13:33:06.216]',-0.031,0.655,75.026,-,-
'[13:33:06.224]',-0.031,0.627,75.026,-,-
'[13:33:06.232]',-0.023,0.608,75.026,-,-
'[13:33:06.240]',-0.016,0.584,75.026,-,-
'[13:33:06.248]',0.008,0.561,75.855,-,-
'[13:33:06.256]',0.023,0.541,75.855,-,-
'[13:33:06.264]',0.039,0.518,75.855,-,-
'[13:33:06.272]',0.062,0.502,75.855,-,-
'[13:33:06.280]',0.086,0.486,75.855,-,-
'[13:33:06.288]',0.109,0.467,75.026,-,-
'[13:33:06.296]',0.125,0.447,75.026,-,-
'[13:33:06.304]',0.156,0.431,75.026,-,-
'[13:33:06.312]',0.195,0.412,75.026,-,-
'[13:33:06.320]',0.242,0.392,75.026,-,-
'[13:33:06.328]',0.305,0.376,75.026,-,-
'[13:33:06.336]',0.359,0.361,75.026,-,-
'[13:33:06.344]',0.414,0.345,75.026,-,-
'[13:33:06.352]',0.445,0.337,75.855,-,-
'[13:33:06.360]',0.469,0.329,75.855,-,-
'[13:33:06.368]',0.469,0.325,75.026,-,-
'[13:33:06.376]',0.453,0.329,74.197,-,-
'[13:33:06.384]',0.414,0.333,72.539,-,-
'[13:33:06.392]',0.367,0.341,71.710,-,-
'[13:33:06.400]',0.305,0.353,71.295,-,-
'[13:33:06.408]',0.250,0.369,72.539,-,-
'[13:33:06.416]',0.203,0.384,80.415,-,-
'[13:33:06.424]',0.180,0.396,95.337,-,-
'[13:33:06.432]',0.164,0.408,112.332,-,-
'[13:33:06.440]',0.148,0.420,126.425,-,-
'[13:33:06.448]',0.148,0.427,132.642,-,-
'[13:33:06.456]',0.164,0.431,133.472,-,-
'[13:33:06.464]',0.164,0.435,133.472,-,-
'[13:33:06.472]',0.164,0.435,134.301,-,-
'[13:33:06.480]',0.164,0.435,135.959,-,-
'[13:33:06.488]',0.164,0.435,136.788,-,-
'[13:33:06.496]',0.164,0.431,136.788,-,-
'[13:33:06.504]',0.164,0.427,135.130,-,-
'[13:33:06.512]',0.164,0.424,132.642,-,-
'[13:33:06.520]',0.164,0.416,130.570,-,-
'[13:33:06.528]',0.164,0.408,128.912,-,-
'[13:33:06.536]',0.164,0.400,127.254,-,-
'[13:33:06.544]',0.164,0.392,125.596,-,-
'[13:33:06.552]',0.156,0.384,123.523,-,-
'[13:33:06.560]',0.148,0.380,121.865,-,-
'[13:33:06.568]',0.148,0.373,119.378,-,-
'[13:33:06.576]',0.148,0.365,117.306,-,-
'[13:33:06.584]',0.148,0.361,113.990,-,-
'[13:33:06.592]',0.164,0.353,111.088,-,-
'[13:33:06.600]',0.203,0.345,107.772,-,-
'[13:33:06.608]',0.258,0.337,104.870,-,-
'[13:33:06.616]',0.289,0.329,101.554,-,-
'[13:33:06.624]',0.281,0.325,98.238,-,-
'[13:33:06.632]',0.242,0.325,95.337,-,-
'[13:33:06.640]',0.195,0.341,92.021,-,-
'[13:33:06.648]',0.156,0.373,89.948,-,-
'[13:33:06.656]',0.133,0.416,86.632,-,-
'[13:33:06.664]',0.133,0.471,84.974,-,-
'[13:33:06.672]',0.133,0.522,82.902,-,-
'[13:33:06.680]',0.133,0.569,82.073,-,-
'[13:33:06.688]',0.125,0.616,80.415,-,-
'[13:33:06.696]',0.062,0.655,79.585,-,-
'[13:33:06.704]',-0.133,0.682,78.756,-,-
'[13:33:06.712]',-0.289,0.702,77.927,-,-
'[13:33:06.720]',0.094,0.710,77.927,-,-
'[13:33:06.728]',1.180,0.706,77.513,-,-
'[13:33:06.736]',1.508,0.698,77.513,-,-
'[13:33:06.744]',1.508,0.686,77.513,-,-
'[13:33:06.752]',0.945,0.671,76.684,-,-
'[13:33:06.760]',0.438,0.655,76.684,-,-
'[13:33:06.768]',0.148,0.635,76.684,-,-
'[13:33:06.776]',0.023,0.616,75.855,-,-
'[13:33:06.784]',-0.031,0.600,76.684,-,-
'[13:33:06.792]',-0.039,0.580,76.684,-,-
'[13:33:06.800]',-0.039,0.561,76.684,-,-
'[13:33:06.808]',-0.031,0.541,76.684,-,-
'[13:33:06.816]',-0.016,0.522,77.513,-,-
'[13:33:06.824]',-0.008,0.502,77.513,-,-
'[13:33:06.832]',0.008,0.482,77.513,-,-
'[13:33:06.840]',0.031,0.463,77.513,-,-
'[13:33:06.848]',0.047,0.447,77.513,-,-
'[13:33:06.856]',0.070,0.427,77.513,-,-
'[13:33:06.864]',0.094,0.412,76.684,-,-
'[13:33:06.872]',0.117,0.396,76.684,-,-
'[13:33:06.880]',0.148,0.380,75.855,-,-
'[13:33:06.888]',0.188,0.369,75.855,-,-
'[13:33:06.896]',0.219,0.353,75.855,-,-
'[13:33:06.904]',0.273,0.341,75.026,-,-
'[13:33:06.912]',0.320,0.333,75.026,-,-
'[13:33:06.920]',0.367,0.329,75.855,-,-
'[13:33:06.928]',0.414,0.325,75.855,-,-
'[13:33:06.936]',0.445,0.329,76.684,-,-
'[13:33:06.944]',0.453,0.337,75.855,-,-
'[13:33:06.952]',0.453,0.349,75.026,-,-
'[13:33:06.960]',0.430,0.361,74.197,-,-
'[13:33:06.968]',0.383,0.373,72.539,-,-
'[13:33:06.976]',0.328,0.384,71.295,-,-
'[13:33:06.984]',0.273,0.392,71.710,-,-
'[13:33:06.992]',0.234,0.404,76.684,-,-
'[13:33:07.000]',0.195,0.412,87.461,-,-
'[13:33:07.008]',0.172,0.416,105.285,-,-
'[13:33:07.016]',0.164,0.420,121.865,-,-
'[13:33:07.024]',0.148,0.424,131.399,-,-
'[13:33:07.032]',0.148,0.424,133.472,-,-
'[13:33:07.040]',0.148,0.420,133.472,-,-
'[13:33:07.048]',0.156,0.420,133.472,-,-
'[13:33:07.056]',0.164,0.412,135.130,-,-
'[13:33:07.064]',0.156,0.408,136.788,-,-
'[13:33:07.072]',0.156,0.404,136.788,-,-
'[13:33:07.080]',0.164,0.400,135.959,-,-
'[13:33:07.088]',0.164,0.392,133.472,-,-
'[13:33:07.096]',0.164,0.388,132.228,-,-
'[13:33:07.104]',0.156,0.380,129.741,-,-
'[13:33:07.112]',0.156,0.373,128.083,-,-
'[13:33:07.120]',0.148,0.365,126.425,-,-
'[13:33:07.128]',0.148,0.361,124.352,-,-
'[13:33:07.136]',0.148,0.353,122.694,-,-
'[13:33:07.144]',0.148,0.345,120.207,-,-
'[13:33:07.152]',0.148,0.341,118.135,-,-
'[13:33:07.160]',0.148,0.333,114.819,-,-
'[13:33:07.168]',0.148,0.329,111.917,-,-
'[13:33:07.176]',0.148,0.325,108.601,-,-
'[13:33:07.184]',0.156,0.318,105.285,-,-
'[13:33:07.192]',0.195,0.310,102.383,-,-
'[13:33:07.200]',0.250,0.302,99.067,-,-
'[13:33:07.208]',0.289,0.302,96.166,-,-
'[13:33:07.216]',0.297,0.310,92.850,-,-
'[13:33:07.224]',0.258,0.333,89.948,-,-
'[13:33:07.232]',0.203,0.373,87.461,-,-
'[13:33:07.240]',0.164,0.420,85.803,-,-
'[13:33:07.248]',0.133,0.478,83.731,-,-
'[13:33:07.256]',0.133,0.541,82.073,-,-
'[13:33:07.264]',0.133,0.596,80.415,-,-
'[13:33:07.272]',0.141,0.635,79.585,-,-
'[13:33:07.280]',0.133,0.667,78.756,-,-
'[13:33:07.288]',0.086,0.686,77.927,-,-
'[13:33:07.296]',-0.102,0.698,77.927,-,-
'[13:33:07.304]',-0.289,0.702,77.513,-,-
'[13:33:07.312]',-0.047,0.698,77.513,-,-
'[13:33:07.320]',0.945,0.686,77.513,-,-
'[13:33:07.328]',1.508,0.671,76.684,-,-
'[13:33:07.336]',1.508,0.655,76.684,-,-
'[13:33:07.344]',1.000,0.635,76.684,-,-
'[13:33:07.352]',0.477,0.616,76.684,-,-
'[13:33:07.360]',0.180,0.596,76.684,-,-
'[13:33:07.368]',0.039,0.580,76.684,-,-
'[13:33:07.376]',-0.008,0.561,76.684,-,-
'[13:33:07.384]',-0.023,0.541,76.684,-,-
'[13:33:07.392]',-0.031,0.525,77.513,-,-
'[13:33:07.400]',-0.023,0.506,77.513,-,-
'[13:33:07.408]',-0.008,0.486,77.927,-,-
'[13:33:07.416]',0.008,0.467,77.927,-,-
'[13:33:07.424]',0.023,0.451,77.927,-,-
'[13:33:07.432]',0.039,0.431,77.927,-,-
'[13:33:07.440]',0.055,0.416,77.927,-,-
'[13:33:07.448]',0.078,0.396,77.513,-,-
'[13:33:07.456]',0.102,0.380,76.684,-,-
'[13:33:07.464]',0.125,0.365,76.684,-,-
'[13:33:07.472]',0.156,0.353,75.855,-,-
'[13:33:07.480]',0.188,0.345,75.855,-,-
'[13:33:07.488]',0.227,0.337,75.026,-,-
'[13:33:07.496]',0.273,0.329,75.026,-,-
'[13:33:07.504]',0.320,0.329,75.026,-,-
'[13:33:07.512]',0.367,0.333,75.026,-,-
'[13:33:07.520]',0.422,0.341,75.026,-,-
'[13:33:07.528]',0.445,0.349,75.855,-,-
'[13:33:07.536]',0.461,0.361,75.855,-,-
'[13:33:07.544]',0.469,0.373,75.026,-,-
'[13:33:07.552]',0.453,0.388,74.197,-,-
'[13:33:07.560]',0.422,0.400,72.539,-,-
'[13:33:07.568]',0.367,0.408,71.295,-,-
'[13:33:07.576]',0.305,0.416,70.466,-,-
'[13:33:07.584]',0.258,0.420,72.539,-,-
'[13:33:07.592]',0.219,0.424,81.244,-,-
'[13:33:07.600]',0.188,0.427,96.166,-,-
'[13:33:07.608]',0.164,0.427,113.161,-,-
'[13:33:07.616]',0.164,0.424,126.425,-,-
'[13:33:07.624]',0.164,0.424,131.399,-,-
'[13:33:07.632]',0.164,0.420,131.399,-,-
'[13:33:07.640]',0.164,0.412,131.399,-,-
'[13:33:07.648]',0.164,0.408,132.228,-,-
'[13:33:07.656]',0.164,0.400,133.472,-,-
'[13:33:07.664]',0.164,0.396,134.301,-,-
'[13:33:07.672]',0.164,0.388,133.472,-,-
'[13:33:07.680]',0.164,0.384,132.228,-,-
'[13:33:07.688]',0.164,0.380,129.741,-,-
'[13:33:07.696]',0.164,0.373,128.083,-,-
'[13:33:07.704]',0.164,0.365,125.596,-,-
'[13:33:07.712]',0.164,0.357,124.352,-,-
'[13:33:07.720]',0.156,0.349,121.865,-,-
'[13:33:07.728]',0.148,0.345,120.207,-,-
'[13:33:07.736]',0.148,0.337,118.135,-,-
'[13:33:07.744]',0.148,0.329,114.819,-,-
'[13:33:07.752]',0.148,0.325,112.332,-,-
'[13:33:07.760]',0.148,0.322,109.430,-,-
'[13:33:07.768]',0.148,0.314,106.114,-,-
'[13:33:07.776]',0.164,0.310,102.383,-,-
'[13:33:07.784]',0.211,0.302,99.067,-,-
'[13:33:07.792]',0.273,0.294,96.166,-,-
'[13:33:07.800]',0.305,0.290,92.850,-,-
'[13:33:07.808]',0.305,0.294,89.948,-,-
'[13:33:07.816]',0.258,0.310,86.632,-,-
'[13:33:07.824]',0.203,0.337,84.560,-,-
'[13:33:07.832]',0.164,0.380,82.902,-,-
'[13:33:07.840]',0.133,0.435,80.415,-,-
'[13:33:07.848]',0.133,0.498,78.756,-,-
'[13:33:07.856]',0.133,0.557,77.513,-,-
'[13:33:07.864]',0.133,0.608,76.684,-,-
'[13:33:07.872]',0.133,0.647,75.026,-,-
'[13:33:07.880]',0.070,0.671,74.197,-,-
'[13:33:07.888]',-0.125,0.686,73.368,-,-
'[13:33:07.896]',-0.281,0.690,72.539,-,-
'[13:33:07.904]',0.070,0.690,71.710,-,-
'[13:33:07.912]',1.078,0.682,71.710,-,-
'[13:33:07.920]',1.508,0.671,71.295,-,-
'[13:33:07.928]',1.391,0.655,71.295,-,-
'[13:33:07.936]',0.711,0.635,70.466,-,-
'[13:33:07.944]',0.320,0.616,70.466,-,-
'[13:33:07.952]',0.133,0.596,70.466,-,-
'[13:33:07.960]',0.039,0.573,70.466,-,-
'[13:33:07.968]',0.008,0.553,70.466,-,-
'[13:33:07.976]',0.008,0.533,71.295,-,-
'[13:33:07.984]',0.008,0.514,71.295,-,-
'[13:33:07.992]',0.023,0.494,71.295,-,-
'[13:33:08.000]',0.039,0.475,71.710,-,-
'[13:33:08.008]',0.055,0.455,71.710,-,-
'[13:33:08.016]',0.070,0.431,71.710,-,-
'[13:33:08.024]',0.086,0.412,71.710,-,-
'[13:33:08.032]',0.102,0.392,71.710,-,-
'[13:33:08.040]',0.133,0.373,71.710,-,-
'[13:33:08.048]',0.156,0.353,71.710,-,-
'[13:33:08.056]',0.180,0.337,71.295,-,-
'[13:33:08.064]',0.211,0.318,71.295,-,-
'[13:33:08.072]',0.242,0.306,70.466,-,-
'[13:33:08.080]',0.297,0.298,70.466,-,-
'[13:33:08.088]',0.359,0.290,70.466,-,-
'[13:33:08.096]',0.422,0.282,70.466,-,-
'[13:33:08.104]',0.477,0.282,70.466,-,-
'[13:33:08.112]',0.523,0.282,70.466,-,-
'[13:33:08.120]',0.547,0.286,70.466,-,-
'[13:33:08.128]',0.562,0.298,70.466,-,-
'[13:33:08.136]',0.547,0.306,70.466,-,-
'[13:33:08.144]',0.523,0.322,68.808,-,-
'[13:33:08.152]',0.461,0.333,67.150,-,-
'[13:33:08.160]',0.391,0.345,65.492,-,-
'[13:33:08.168]',0.312,0.357,64.249,-,-
'[13:33:08.176]',0.258,0.365,64.249,-,-
'[13:33:08.184]',0.211,0.373,67.979,-,-
'[13:33:08.192]',0.180,0.380,76.684,-,-
'[13:33:08.200]',0.164,0.384,91.606,-,-
'[13:33:08.208]',0.164,0.384,106.114,-,-
'[13:33:08.216]',0.148,0.384,115.648,-,-
'[13:33:08.224]',0.148,0.384,118.135,-,-
'[13:33:08.232]',0.148,0.380,117.306,-,-
'[13:33:08.240]',0.148,0.380,116.477,-,-
'[13:33:08.248]',0.156,0.373,118.135,-,-
'[13:33:08.256]',0.164,0.361,119.378,-,-
'[13:33:08.264]',0.164,0.353,120.207,-,-
'[13:33:08.272]',0.164,0.345,119.378,-,-
'[13:33:08.280]',0.164,0.341,118.135,-,-
'[13:33:08.288]',0.164,0.333,115.648,-,-
'[13:33:08.296]',0.164,0.325,113.990,-,-
'[13:33:08.304]',0.164,0.318,111.917,-,-
'[13:33:08.312]',0.164,0.310,110.259,-,-
'[13:33:08.320]',0.156,0.302,107.772,-,-
'[13:33:08.328]',0.148,0.294,105.285,-,-
'[13:33:08.336]',0.164,0.290,103.212,-,-
'[13:33:08.344]',0.195,0.286,100.725,-,-
'[13:33:08.352]',0.258,0.278,97.824,-,-
'[13:33:08.360]',0.305,0.275,95.337,-,-
'[13:33:08.368]',0.312,0.271,92.021,-,-
'[13:33:08.376]',0.289,0.267,89.948,-,-
'[13:33:08.384]',0.234,0.263,86.632,-,-
'[13:33:08.392]',0.188,0.251,84.560,-,-
'[13:33:08.400]',0.148,0.243,82.073,-,-
'[13:33:08.408]',0.148,0.243,80.415,-,-
'[13:33:08.416]',0.148,0.247,78.756,-,-
'[13:33:08.424]',0.148,0.271,77.513,-,-
'[13:33:08.432]',0.148,0.310,76.684,-,-
'[13:33:08.440]',0.109,0.365,75.855,-,-
'[13:33:08.448]',-0.047,0.431,74.197,-,-
'[13:33:08.456]',-0.258,0.498,73.368,-,-
'[13:33:08.464]',-0.266,0.565,72.539,-,-
'[13:33:08.472]',0.734,0.612,71.710,-,-
'[13:33:08.480]',1.508,0.647,71.295,-,-
'[13:33:08.488]',1.508,0.675,71.295,-,-
'[13:33:08.496]',0.891,0.690,70.466,-,-
'[13:33:08.504]',0.391,0.694,70.466,-,-
'[13:33:08.512]',0.180,0.690,69.637,-,-
'[13:33:08.520]',0.070,0.678,69.637,-,-
'[13:33:08.528]',0.023,0.663,69.637,-,-
'[13:33:08.536]',0.008,0.643,68.808,-,-
'[13:33:08.544]',0.008,0.620,68.808,-,-
'[13:33:08.552]',0.023,0.596,68.808,-,-
'[13:33:08.560]',0.039,0.573,68.808,-,-
'[13:33:08.568]',0.055,0.549,68.808,-,-
'[13:33:08.576]',0.062,0.529,68.808,-,-
'[13:33:08.584]',0.078,0.506,69.637,-,-
'[13:33:08.592]',0.094,0.482,69.637,-,-
'[13:33:08.600]',0.117,0.455,69.637,-,-
'[13:33:08.608]',0.141,0.431,69.637,-,-
'[13:33:08.616]',0.172,0.408,68.808,-,-
'[13:33:08.624]',0.203,0.384,68.808,-,-
'[13:33:08.632]',0.250,0.357,68.808,-,-
'[13:33:08.640]',0.297,0.337,68.808,-,-
'[13:33:08.648]',0.352,0.314,68.808,-,-
'[13:33:08.656]',0.414,0.294,68.808,-,-
'[13:33:08.664]',0.484,0.275,69.637,-,-
'[13:33:08.672]',0.531,0.263,69.637,-,-
'[13:33:08.680]',0.562,0.251,70.466,-,-
'[13:33:08.688]',0.570,0.243,70.466,-,-
'[13:33:08.696]',0.570,0.235,70.466,-,-
'[13:33:08.704]',0.539,0.235,69.637,-,-
'[13:33:08.712]',0.477,0.239,67.979,-,-
'[13:33:08.720]',0.406,0.247,65.492,-,-
'[13:33:08.728]',0.328,0.255,64.663,-,-
'[13:33:08.736]',0.258,0.271,64.249,-,-
'[13:33:08.744]',0.219,0.286,64.663,-,-
'[13:33:08.752]',0.180,0.302,68.808,-,-
'[13:33:08.760]',0.164,0.318,78.756,-,-
'[13:33:08.768]',0.148,0.329,92.850,-,-
'[13:33:08.776]',0.148,0.341,106.114,-,-
'[13:33:08.784]',0.148,0.353,113.990,-,-
'[13:33:08.792]',0.156,0.361,115.648,-,-
'[13:33:08.800]',0.164,0.369,113.990,-,-
'[13:33:08.808]',0.164,0.373,113.990,-,-
'[13:33:08.816]',0.164,0.376,115.648,-,-
'[13:33:08.824]',0.164,0.376,117.306,-,-
'[13:33:08.832]',0.164,0.376,117.306,-,-
'[13:33:08.840]',0.164,0.373,116.477,-,-
'[13:33:08.848]',0.164,0.373,114.819,-,-
'[13:33:08.856]',0.164,0.365,113.161,-,-
'[13:33:08.864]',0.164,0.361,111.088,-,-
'[13:33:08.872]',0.164,0.357,109.430,-,-
'[13:33:08.880]',0.156,0.353,107.772,-,-
'[13:33:08.888]',0.148,0.349,106.114,-,-
'[13:33:08.896]',0.164,0.345,104.041,-,-
'[13:33:08.904]',0.195,0.341,101.554,-,-
'[13:33:08.912]',0.258,0.337,99.067,-,-
'[13:33:08.920]',0.297,0.333,96.995,-,-
'[13:33:08.928]',0.305,0.333,94.508,-,-
'[13:33:08.936]',0.266,0.329,91.606,-,-
'[13:33:08.944]',0.211,0.322,89.119,-,-
'[13:33:08.952]',0.164,0.314,86.632,-,-
'[13:33:08.960]',0.141,0.306,84.560,-,-
'[13:33:08.968]',0.133,0.298,82.902,-,-
'[13:33:08.976]',0.141,0.298,82.073,-,-
'[13:33:08.984]',0.141,0.306,80.415,-,-
'[13:33:08.992]',0.133,0.325,79.585,-,-
'[13:33:09.000]',0.062,0.361,78.756,-,-
'[13:33:09.008]',-0.125,0.412,77.927,-,-
'[13:33:09.016]',-0.281,0.471,77.513,-,-
'[13:33:09.024]',0.078,0.533,76.684,-,-
'[13:33:09.032]',1.133,0.588,75.855,-,-
'[13:33:09.040]',1.508,0.639,75.026,-,-
'[13:33:09.048]',1.508,0.675,75.026,-,-
'[13:33:09.056]',0.891,0.698,74.197,-,-
'[13:33:09.064]',0.422,0.706,73.368,-,-
'[13:33:09.072]',0.164,0.710,73.368,-,-
'[13:33:09.080]',0.039,0.702,72.539,-,-
'[13:33:09.088]',-0.008,0.690,72.539,-,-
'[13:33:09.096]',-0.016,0.675,71.710,-,-
'[13:33:09.104]',-0.016,0.655,71.710,-,-
'[13:33:09.112]',-0.008,0.631,71.710,-,-
'[13:33:09.120]',0.000,0.608,71.710,-,-
'[13:33:09.128]',0.008,0.584,71.710,-,-
'[13:33:09.136]',0.031,0.557,71.710,-,-
'[13:33:09.144]',0.047,0.529,71.710,-,-
'[13:33:09.152]',0.062,0.506,71.710,-,-
'[13:33:09.160]',0.086,0.478,71.710,-,-
'[13:33:09.168]',0.109,0.459,71.295,-,-
'[13:33:09.176]',0.133,0.439,71.295,-,-
'[13:33:09.184]',0.164,0.416,71.295,-,-
'[13:33:09.192]',0.203,0.392,71.295,-,-
'[13:33:09.200]',0.242,0.373,71.295,-,-
'[13:33:09.208]',0.297,0.349,71.295,-,-
'[13:33:09.216]',0.359,0.329,71.295,-,-
'[13:33:09.224]',0.414,0.310,71.710,-,-
'[13:33:09.232]',0.453,0.294,71.710,-,-
'[13:33:09.240]',0.484,0.282,72.539,-,-
'[13:33:09.248]',0.492,0.271,72.539,-,-
'[13:33:09.256]',0.477,0.267,72.539,-,-
'[13:33:09.264]',0.453,0.267,71.295,-,-
'[13:33:09.272]',0.406,0.271,69.637,-,-
'[13:33:09.280]',0.336,0.275,68.808,-,-
'[13:33:09.288]',0.273,0.286,67.979,-,-
'[13:33:09.296]',0.219,0.298,70.466,-,-
'[13:33:09.304]',0.180,0.314,77.927,-,-
'[13:33:09.312]',0.164,0.325,92.021,-,-
'[13:33:09.320]',0.148,0.341,109.430,-,-
'[13:33:09.328]',0.148,0.353,122.694,-,-
'[13:33:09.336]',0.148,0.365,128.083,-,-
'[13:33:09.344]',0.148,0.373,128.912,-,-
'[13:33:09.352]',0.156,0.380,128.912,-,-
'[13:33:09.360]',0.164,0.384,129.741,-,-
'[13:33:09.368]',0.164,0.388,131.399,-,-
'[13:33:09.376]',0.164,0.392,132.228,-,-
'[13:33:09.384]',0.164,0.392,132.228,-,-
'[13:33:09.392]',0.172,0.392,130.570,-,-
'[13:33:09.400]',0.172,0.388,128.083,-,-
'[13:33:09.408]',0.172,0.388,126.425,-,-
'[13:33:09.416]',0.164,0.384,125.181,-,-
'[13:33:09.424]',0.164,0.380,123.523,-,-
'[13:33:09.432]',0.164,0.373,121.036,-,-
'[13:33:09.440]',0.164,0.369,119.378,-,-
'[13:33:09.448]',0.164,0.365,118.135,-,-
'[13:33:09.456]',0.180,0.361,115.648,-,-
'[13:33:09.464]',0.234,0.357,113.161,-,-
'[13:33:09.472]',0.289,0.357,111.088,-,-
'[13:33:09.480]',0.305,0.353,107.772,-,-
'[13:33:09.488]',0.273,0.345,104.870,-,-
'[13:33:09.496]',0.234,0.341,101.554,-,-
'[13:33:09.504]',0.180,0.333,98.238,-,-
'[13:33:09.512]',0.133,0.329,95.337,-,-
'[13:33:09.520]',0.125,0.333,92.850,-,-
