'Time','II','AVR','V','RESP','PLETH','ABP','CVP'
'[13:04:51.592]',0.975,0.375,0.725,0.105,2.627,54.998,5.119
'[13:04:51.600]',0.985,0.365,0.730,0.106,2.546,54.510,3.556
'[13:04:51.608]',1.000,0.355,0.720,0.108,2.459,53.973,1.807
'[13:04:51.616]',1.000,0.360,0.735,0.110,2.369,53.435,0.244
'[13:04:51.624]',1.015,0.340,0.730,0.113,2.272,52.947,-0.879
'[13:04:51.632]',1.020,0.340,0.740,0.115,2.172,52.410,-1.319
'[13:04:51.640]',1.025,0.335,0.735,0.118,2.071,51.970,-1.133
'[13:04:51.648]',1.030,0.345,0.745,0.120,1.969,51.921,-0.440
'[13:04:51.656]',1.020,0.340,0.750,0.122,1.879,52.410,0.430
'[13:04:51.664]',1.010,0.365,0.760,0.125,1.796,53.875,1.182
'[13:04:51.672]',0.995,0.370,0.765,0.127,1.708,56.757,1.622
'[13:04:51.680]',0.980,0.390,0.770,0.129,1.622,61.055,1.876
'[13:04:51.688]',0.975,0.395,0.770,0.131,1.537,66.672,1.876
'[13:04:51.696]',0.965,0.410,0.770,0.133,1.457,73.071,1.807
'[13:04:51.704]',0.970,0.405,0.770,0.134,1.384,79.469,1.749
'[13:04:51.712]',0.965,0.415,0.770,0.136,1.320,85.477,1.749
'[13:04:51.720]',0.965,0.405,0.760,0.136,1.262,90.557,1.934
'[13:04:51.728]',0.955,0.415,0.760,0.137,1.214,94.513,2.247
'[13:04:51.736]',0.955,0.410,0.770,0.137,1.175,97.444,2.872
'[13:04:51.744]',0.955,0.415,0.760,0.137,1.145,99.251,3.556
'[13:04:51.752]',0.960,0.410,0.765,0.137,1.126,100.033,4.122
'[13:04:51.760]',0.970,0.405,0.760,0.136,1.115,99.886,4.435
'[13:04:51.768]',0.975,0.415,0.770,0.135,1.108,98.860,4.435
'[13:04:51.776]',0.970,0.405,0.770,0.134,1.104,97.004,4.249
'[13:04:51.784]',0.985,0.410,0.790,0.132,1.103,94.611,3.995
'[13:04:51.792]',1.005,0.385,0.785,0.131,1.105,91.876,3.810
'[13:04:51.800]',1.020,0.375,0.790,0.129,1.108,88.994,3.868
'[13:04:51.808]',1.030,0.365,0.775,0.128,1.109,86.112,4.249
'[13:04:51.816]',1.035,0.370,0.775,0.127,1.109,83.230,5.002
'[13:04:51.824]',1.005,0.375,0.760,0.126,1.109,80.495,5.871
'[13:04:51.832]',0.975,0.405,0.755,0.125,1.109,77.760,6.496
'[13:04:51.840]',0.950,0.415,0.745,0.124,1.109,75.171,6.682
'[13:04:51.848]',0.930,0.435,0.745,0.124,1.109,72.680,6.496
'[13:04:51.856]',0.930,0.425,0.730,0.123,1.111,70.238,5.998
'[13:04:51.864]',0.925,0.435,0.735,0.122,1.112,67.991,5.431
'[13:04:51.872]',0.925,0.430,0.725,0.122,1.109,65.744,5.002
'[13:04:51.880]',0.925,0.435,0.735,0.121,1.101,63.595,4.875
'[13:04:51.888]',0.925,0.430,0.730,0.121,1.089,61.544,5.002
'[13:04:51.896]',0.915,0.435,0.745,0.120,1.075,59.687,5.431
'[13:04:51.904]',0.910,0.365,0.775,0.120,1.062,58.124,5.871
'[13:04:51.912]',1.205,0.195,0.890,0.119,1.052,56.757,6.311
'[13:04:51.920]',1.500,-0.030,0.945,0.119,1.051,55.731,6.750
'[13:04:51.928]',1.370,0.195,0.895,0.119,1.065,54.998,7.063
'[13:04:51.936]',1.075,0.410,0.695,0.118,1.099,54.510,7.180
'[13:04:51.944]',0.935,0.440,0.605,0.118,1.162,54.168,7.063
'[13:04:51.952]',0.895,0.445,0.650,0.118,1.240,54.070,6.936
'[13:04:51.960]',0.880,0.460,0.685,0.118,1.338,54.119,6.750
'[13:04:51.968]',0.885,0.455,0.705,0.118,1.476,54.315,6.623
'[13:04:51.976]',0.890,0.450,0.705,0.119,1.643,54.559,6.369
'[13:04:51.984]',0.890,0.460,0.715,0.120,1.832,54.998,6.057
'[13:04:51.992]',0.890,0.455,0.710,0.121,2.029,55.438,5.685
'[13:04:52.000]',0.890,0.460,0.720,0.122,2.223,55.926,5.187
'[13:04:52.008]',0.900,0.445,0.715,0.123,2.402,56.317,4.621
'[13:04:52.016]',0.895,0.455,0.725,0.124,2.558,56.610,3.868
'[13:04:52.024]',0.905,0.435,0.720,0.125,2.686,56.855,3.126
'[13:04:52.032]',0.910,0.435,0.730,0.127,2.781,57.050,2.559
'[13:04:52.040]',0.915,0.425,0.720,0.128,2.843,57.099,2.559
'[13:04:52.048]',0.920,0.430,0.730,0.130,2.873,57.001,3.243
'[13:04:52.056]',0.930,0.415,0.720,0.131,2.877,56.806,4.435
'[13:04:52.064]',0.930,0.415,0.730,0.133,2.860,56.561,5.685
'[13:04:52.072]',0.945,0.405,0.725,0.134,2.827,56.171,6.496
'[13:04:52.080]',0.940,0.410,0.735,0.136,2.777,55.731,6.496
'[13:04:52.088]',0.955,0.390,0.725,0.138,2.714,55.292,5.617
'[13:04:52.096]',0.965,0.385,0.730,0.140,2.639,54.852,4.064
'[13:04:52.104]',0.975,0.365,0.725,0.142,2.555,54.363,2.247
'[13:04:52.112]',0.990,0.365,0.730,0.145,2.465,53.875,0.557
'[13:04:52.120]',1.000,0.345,0.735,0.147,2.370,53.289,-0.752
'[13:04:52.128]',1.005,0.345,0.725,0.150,2.268,52.800,-1.377
'[13:04:52.136]',1.010,0.340,0.735,0.152,2.166,52.312,-1.377
'[13:04:52.144]',1.005,0.350,0.730,0.154,2.064,51.970,-0.821
'[13:04:52.152]',1.005,0.355,0.745,0.157,1.973,52.117,-0.068
'[13:04:52.160]',1.000,0.365,0.745,0.160,1.889,53.094,0.625
'[13:04:52.168]',0.990,0.375,0.760,0.163,1.798,55.438,1.250
'[13:04:52.176]',0.975,0.385,0.760,0.167,1.707,59.150,1.680
'[13:04:52.184]',0.970,0.400,0.770,0.170,1.619,64.377,1.934
'[13:04:52.192]',0.960,0.405,0.765,0.173,1.533,70.629,2.061
'[13:04:52.200]',0.955,0.420,0.770,0.175,1.452,77.174,2.374
'[13:04:52.208]',0.955,0.415,0.765,0.178,1.379,83.426,2.745
'[13:04:52.216]',0.950,0.420,0.770,0.180,1.315,88.994,2.999
'[13:04:52.224]',0.950,0.415,0.760,0.181,1.260,93.488,3.058
'[13:04:52.232]',0.950,0.420,0.770,0.182,1.217,96.858,3.243
'[13:04:52.240]',0.960,0.415,0.760,0.183,1.184,99.154,3.624
'[13:04:52.248]',0.955,0.415,0.770,0.183,1.159,100.423,4.122
'[13:04:52.256]',0.965,0.405,0.760,0.183,1.146,100.717,4.435
'[13:04:52.264]',0.965,0.415,0.770,0.182,1.141,100.130,4.562
'[13:04:52.272]',0.970,0.405,0.770,0.181,1.139,98.665,4.435
'[13:04:52.280]',0.975,0.410,0.780,0.180,1.138,96.565,4.249
'[13:04:52.288]',1.000,0.390,0.790,0.180,1.137,93.927,3.995
'[13:04:52.296]',1.020,0.390,0.785,0.180,1.138,91.094,3.868
'[13:04:52.304]',1.025,0.375,0.795,0.179,1.140,88.261,4.181
'[13:04:52.312]',1.025,0.370,0.780,0.178,1.141,85.379,4.933
'[13:04:52.320]',1.005,0.380,0.770,0.178,1.141,82.547,5.812
'[13:04:52.328]',0.975,0.400,0.760,0.176,1.141,79.860,6.623
'[13:04:52.336]',0.950,0.415,0.750,0.175,1.141,77.223,6.936
'[13:04:52.344]',0.925,0.425,0.745,0.174,1.141,74.731,6.750
'[13:04:52.352]',0.925,0.435,0.740,0.173,1.143,72.387,6.184
'[13:04:52.360]',0.925,0.430,0.735,0.173,1.146,70.042,5.558
'[13:04:52.368]',0.920,0.440,0.740,0.172,1.144,67.796,5.060
'[13:04:52.376]',0.920,0.430,0.730,0.171,1.138,65.598,4.748
'[13:04:52.384]',0.915,0.440,0.740,0.170,1.129,63.497,4.806
'[13:04:52.392]',0.925,0.430,0.735,0.169,1.117,61.446,5.187
'[13:04:52.400]',0.905,0.435,0.770,0.167,1.102,59.687,5.744
'[13:04:52.408]',1.080,0.270,0.845,0.166,1.087,58.124,6.369
'[13:04:52.416]',1.495,0.020,0.945,0.166,1.079,56.903,6.936
'[13:04:52.424]',1.500,-0.035,0.920,0.165,1.082,55.975,7.307
'[13:04:52.432]',1.170,0.365,0.770,0.165,1.103,55.292,7.375
'[13:04:52.440]',0.960,0.435,0.605,0.165,1.151,54.852,7.180
'[13:04:52.448]',0.900,0.445,0.635,0.165,1.230,54.559,6.867
'[13:04:52.456]',0.880,0.450,0.675,0.165,1.324,54.412,6.750
'[13:04:52.464]',0.875,0.465,0.715,0.166,1.437,54.412,6.682
'[13:04:52.472]',0.885,0.455,0.710,0.166,1.590,54.657,6.682
'[13:04:52.480]',0.880,0.460,0.720,0.167,1.770,54.998,6.555
'[13:04:52.488]',0.885,0.455,0.720,0.168,1.965,55.438,6.184
'[13:04:52.496]',0.885,0.460,0.720,0.169,2.163,55.878,5.617
'[13:04:52.504]',0.890,0.450,0.720,0.169,2.354,56.220,4.875
'[13:04:52.512]',0.890,0.455,0.725,0.170,2.525,56.561,3.995
'[13:04:52.520]',0.900,0.440,0.735,0.171,2.671,56.855,3.126
'[13:04:52.528]',0.905,0.440,0.720,0.172,2.787,57.099,2.559
'[13:04:52.536]',0.905,0.445,0.735,0.173,2.870,57.245,2.432
'[13:04:52.544]',0.910,0.435,0.730,0.174,2.920,57.245,2.931
'[13:04:52.552]',0.920,0.430,0.735,0.175,2.936,57.099,4.064
'[13:04:52.560]',0.925,0.425,0.725,0.176,2.928,56.855,5.304
'[13:04:52.568]',0.935,0.415,0.730,0.178,2.901,56.561,6.184
'[13:04:52.576]',0.945,0.405,0.725,0.181,2.859,56.122,6.311
'[13:04:52.584]',0.950,0.410,0.735,0.183,2.803,55.682,5.617
'[13:04:52.592]',0.960,0.390,0.725,0.186,2.734,55.194,4.249
'[13:04:52.600]',0.975,0.375,0.735,0.188,2.656,54.754,2.618
'[13:04:52.608]',0.980,0.365,0.725,0.191,2.571,54.315,1.055
'[13:04:52.616]',0.990,0.365,0.735,0.193,2.481,53.777,-0.254
'[13:04:52.624]',1.000,0.350,0.725,0.195,2.386,53.289,-1.133
'[13:04:52.632]',1.000,0.355,0.735,0.197,2.287,52.800,-1.446
'[13:04:52.640]',1.010,0.345,0.735,0.200,2.186,52.361,-1.133
'[13:04:52.648]',1.005,0.360,0.745,0.202,2.081,52.410,-0.440
'[13:04:52.656]',1.000,0.365,0.750,0.204,1.988,53.191,0.371
'[13:04:52.664]',0.990,0.380,0.765,0.207,1.902,55.096,0.996
'[13:04:52.672]',0.985,0.380,0.770,0.209,1.809,58.466,1.436
'[13:04:52.680]',0.975,0.395,0.775,0.212,1.717,63.351,1.680
'[13:04:52.688]',0.965,0.405,0.770,0.214,1.629,69.359,1.934
'[13:04:52.696]',0.955,0.415,0.770,0.216,1.544,75.855,2.305
'[13:04:52.704]',0.955,0.415,0.760,0.218,1.467,82.302,2.618
'[13:04:52.712]',0.950,0.420,0.765,0.220,1.396,88.115,2.872
'[13:04:52.720]',0.950,0.415,0.770,0.221,1.334,92.999,3.058
'[13:04:52.728]',0.955,0.415,0.760,0.222,1.283,96.760,3.243
'[13:04:52.736]',0.955,0.410,0.770,0.222,1.239,99.447,3.497
'[13:04:52.744]',0.960,0.410,0.760,0.221,1.206,101.058,3.751
'[13:04:52.752]',0.955,0.415,0.765,0.220,1.186,101.596,3.937
'[13:04:52.760]',0.960,0.410,0.770,0.220,1.175,101.156,3.937
'[13:04:52.768]',0.960,0.415,0.770,0.219,1.165,99.886,3.810
'[13:04:52.776]',0.965,0.410,0.770,0.219,1.157,97.884,3.683
'[13:04:52.784]',0.985,0.400,0.785,0.219,1.153,95.441,3.683
'[13:04:52.792]',1.010,0.390,0.785,0.217,1.152,92.657,3.810
'[13:04:52.800]',1.020,0.380,0.790,0.216,1.151,89.873,3.995
'[13:04:52.808]',1.025,0.370,0.780,0.215,1.151,87.040,4.435
'[13:04:52.816]',1.015,0.375,0.780,0.213,1.151,84.158,5.119
'[13:04:52.824]',0.985,0.390,0.760,0.212,1.151,81.472,5.812
'[13:04:52.832]',0.955,0.415,0.765,0.210,1.151,78.786,6.311
'[13:04:52.840]',0.935,0.420,0.745,0.209,1.151,76.294,6.311
'[13:04:52.848]',0.930,0.435,0.740,0.209,1.141,73.852,5.998
'[13:04:52.856]',0.925,0.430,0.735,0.208,1.130,71.605,5.500
'[13:04:52.864]',0.925,0.435,0.745,0.207,1.124,69.407,5.119
'[13:04:52.872]',0.925,0.430,0.735,0.205,1.116,67.307,4.933
'[13:04:52.880]',0.925,0.435,0.740,0.204,1.109,65.158,5.060
'[13:04:52.888]',0.925,0.435,0.740,0.203,1.098,63.058,5.431
'[13:04:52.896]',0.905,0.425,0.765,0.202,1.084,61.153,5.871
'[13:04:52.904]',1.025,0.315,0.825,0.201,1.070,59.492,6.242
'[13:04:52.912]',1.380,0.095,0.930,0.200,1.061,58.124,6.623
'[13:04:52.920]',1.500,-0.020,0.955,0.198,1.059,57.050,6.994
'[13:04:52.928]',1.260,0.290,0.825,0.197,1.074,56.220,7.121
'[13:04:52.936]',1.005,0.435,0.630,0.196,1.115,55.633,7.121
'[13:04:52.944]',0.915,0.435,0.600,0.195,1.188,55.243,6.936
'[13:04:52.952]',0.880,0.450,0.670,0.194,1.275,55.047,6.867
'[13:04:52.960]',0.880,0.455,0.695,0.193,1.384,55.047,6.867
'[13:04:52.968]',0.885,0.460,0.710,0.193,1.536,55.096,6.936
'[13:04:52.976]',0.885,0.455,0.715,0.192,1.717,55.438,6.682
'[13:04:52.984]',0.880,0.460,0.720,0.192,1.919,55.731,6.242
'[13:04:52.992]',0.890,0.455,0.720,0.192,2.128,56.122,5.617
'[13:04:53.000]',0.890,0.460,0.725,0.192,2.332,56.464,4.933
'[13:04:53.008]',0.900,0.445,0.720,0.193,2.518,56.855,4.122
'[13:04:53.016]',0.900,0.450,0.725,0.193,2.679,57.196,3.312
'[13:04:53.024]',0.905,0.440,0.720,0.193,2.811,57.441,2.745
'[13:04:53.032]',0.905,0.445,0.725,0.194,2.907,57.538,2.501
'[13:04:53.040]',0.920,0.425,0.725,0.194,2.970,57.587,2.872
'[13:04:53.048]',0.920,0.430,0.730,0.195,3.001,57.538,3.868
'[13:04:53.056]',0.930,0.415,0.730,0.197,3.004,57.343,5.187
'[13:04:53.064]',0.935,0.415,0.735,0.198,2.983,57.050,6.125
'[13:04:53.072]',0.945,0.405,0.730,0.200,2.946,56.659,6.438
'[13:04:53.080]',0.945,0.400,0.740,0.202,2.893,56.220,5.871
'[13:04:53.088]',0.955,0.385,0.730,0.204,2.827,55.780,4.689
'[13:04:53.096]',0.960,0.385,0.725,0.205,2.750,55.340,3.058
'[13:04:53.104]',0.975,0.365,0.735,0.208,2.666,54.852,1.495
'[13:04:53.112]',0.985,0.360,0.720,0.210,2.575,54.412,0.059
'[13:04:53.120]',1.000,0.345,0.735,0.212,2.479,53.875,-0.879
'[13:04:53.128]',1.005,0.340,0.725,0.215,2.377,53.338,-1.319
'[13:04:53.136]',1.010,0.350,0.740,0.217,2.273,52.996,-1.133
'[13:04:53.144]',1.010,0.345,0.745,0.219,2.166,52.849,-0.567
'[13:04:53.152]',1.010,0.360,0.755,0.222,2.070,53.338,0.117
'[13:04:53.160]',1.000,0.355,0.755,0.224,1.979,54.998,0.742
'[13:04:53.168]',0.990,0.380,0.765,0.227,1.884,57.978,1.309
'[13:04:53.176]',0.980,0.390,0.760,0.229,1.789,62.569,1.680
'[13:04:53.184]',0.975,0.405,0.770,0.231,1.695,68.284,1.993
'[13:04:53.192]',0.960,0.410,0.765,0.232,1.605,74.780,2.120
'[13:04:53.200]',0.955,0.420,0.770,0.234,1.520,81.277,1.993
'[13:04:53.208]',0.955,0.415,0.765,0.235,1.442,87.284,1.807
'[13:04:53.216]',0.955,0.415,0.770,0.236,1.373,92.413,1.680
'[13:04:53.224]',0.960,0.410,0.760,0.237,1.315,96.467,1.993
'[13:04:53.232]',0.955,0.415,0.770,0.238,1.264,99.495,2.745
'[13:04:53.240]',0.955,0.405,0.760,0.238,1.222,101.352,3.624
'[13:04:53.248]',0.960,0.415,0.770,0.239,1.189,102.231,4.435
'[13:04:53.256]',0.970,0.410,0.775,0.238,1.169,102.182,5.060
'[13:04:53.264]',0.965,0.415,0.770,0.238,1.158,101.254,5.246
'[13:04:53.272]',0.975,0.400,0.770,0.237,1.149,99.495,5.060
'[13:04:53.280]',0.985,0.405,0.790,0.237,1.143,97.249,4.621
'[13:04:53.288]',1.010,0.385,0.790,0.236,1.140,94.562,4.064
'[13:04:53.296]',1.020,0.380,0.785,0.235,1.140,91.680,3.624
'[13:04:53.304]',1.030,0.365,0.790,0.234,1.141,88.799,3.556
'[13:04:53.312]',1.020,0.370,0.775,0.233,1.142,85.917,4.064
'[13:04:53.320]',1.000,0.380,0.760,0.232,1.142,83.133,4.933
'[13:04:53.328]',0.970,0.405,0.750,0.231,1.142,80.349,5.812
'[13:04:53.336]',0.945,0.415,0.740,0.230,1.142,77.760,6.311
'[13:04:53.344]',0.935,0.425,0.730,0.228,1.142,75.318,6.438
'[13:04:53.352]',0.925,0.435,0.735,0.227,1.143,72.875,6.184
'[13:04:53.360]',0.930,0.425,0.725,0.226,1.143,70.531,5.812
'[13:04:53.368]',0.925,0.435,0.735,0.225,1.138,68.382,5.373
'[13:04:53.376]',0.925,0.430,0.730,0.224,1.131,66.184,5.060
'[13:04:53.384]',0.920,0.435,0.745,0.222,1.120,64.132,5.002
'[13:04:53.392]',0.915,0.425,0.750,0.221,1.106,62.179,5.246
'[13:04:53.400]',0.995,0.345,0.805,0.221,1.091,60.371,5.685
'[13:04:53.408]',1.310,0.135,0.910,0.220,1.080,58.857,6.311
'[13:04:53.416]',1.500,-0.040,0.945,0.220,1.077,57.734,6.867
'[13:04:53.424]',1.330,0.235,0.845,0.220,1.088,56.855,7.307
'[13:04:53.432]',1.045,0.425,0.655,0.219,1.121,56.317,7.375
'[13:04:53.440]',0.930,0.435,0.600,0.219,1.185,55.878,7.180
'[13:04:53.448]',0.885,0.455,0.665,0.218,1.283,55.633,6.936
'[13:04:53.456]',0.880,0.450,0.680,0.217,1.395,55.536,6.809
'[13:04:53.464]',0.885,0.460,0.705,0.217,1.523,55.536,6.750
'[13:04:53.472]',0.890,0.455,0.710,0.216,1.692,55.780,6.623
'[13:04:53.480]',0.880,0.460,0.705,0.215,1.888,56.122,6.438
'[13:04:53.488]',0.895,0.445,0.720,0.215,2.095,56.561,6.057
'[13:04:53.496]',0.900,0.455,0.715,0.214,2.301,57.001,5.558
'[13:04:53.504]',0.905,0.445,0.720,0.214,2.496,57.343,4.806
'[13:04:53.512]',0.905,0.445,0.720,0.214,2.669,57.734,3.937
'[13:04:53.520]',0.910,0.435,0.720,0.214,2.811,57.978,3.185
'[13:04:53.528]',0.910,0.435,0.720,0.215,2.922,58.173,2.872
'[13:04:53.536]',0.925,0.435,0.725,0.216,2.997,58.222,3.185
'[13:04:53.544]',0.925,0.430,0.720,0.217,3.037,58.173,4.122
'[13:04:53.552]',0.930,0.425,0.730,0.218,3.047,58.027,5.373
'[13:04:53.560]',0.940,0.415,0.720,0.220,3.033,57.783,6.496
'[13:04:53.568]',0.945,0.405,0.730,0.222,3.003,57.538,7.063
'[13:04:53.576]',0.950,0.395,0.720,0.224,2.956,57.196,6.809
'[13:04:53.584]',0.965,0.385,0.725,0.226,2.893,56.806,5.871
'[13:04:53.592]',0.975,0.375,0.720,0.228,2.819,56.366,4.435
'[13:04:53.600]',0.985,0.365,0.725,0.231,2.735,55.975,2.813
'[13:04:53.608]',1.000,0.360,0.720,0.234,2.644,55.487,1.368
'[13:04:53.616]',1.000,0.365,0.735,0.237,2.546,55.047,0.313
'[13:04:53.624]',1.010,0.345,0.725,0.241,2.445,54.559,-0.254
'[13:04:53.632]',1.015,0.355,0.735,0.244,2.339,54.168,-0.195
'[13:04:53.640]',1.020,0.345,0.740,0.248,2.233,54.070,0.313
'[13:04:53.648]',1.005,0.365,0.745,0.252,2.137,54.510,0.996
'[13:04:53.656]',1.000,0.370,0.750,0.257,2.046,55.926,1.622
'[13:04:53.664]',0.995,0.390,0.760,0.263,1.946,58.759,2.188
'[13:04:53.672]',0.990,0.390,0.765,0.269,1.846,63.155,2.618
'[13:04:53.680]',0.975,0.410,0.755,0.275,1.749,68.870,2.813
'[13:04:53.688]',0.970,0.410,0.765,0.283,1.654,75.366,2.872
'[13:04:53.696]',0.960,0.420,0.760,0.291,1.566,82.058,2.999
'[13:04:53.704]',0.965,0.415,0.765,0.299,1.486,88.261,3.185
'[13:04:53.712]',0.955,0.420,0.755,0.308,1.414,93.536,3.624
'[13:04:53.720]',0.965,0.410,0.765,0.316,1.352,97.688,4.249
'[13:04:53.728]',0.965,0.415,0.755,0.323,1.299,100.668,5.002
'[13:04:53.736]',0.970,0.415,0.765,0.331,1.256,102.621,5.617
'[13:04:53.744]',0.965,0.410,0.755,0.338,1.222,103.550,5.812
'[13:04:53.752]',0.975,0.415,0.765,0.346,1.198,103.501,5.685
'[13:04:53.760]',0.975,0.410,0.765,0.354,1.185,102.621,5.373
'[13:04:53.768]',0.975,0.415,0.770,0.363,1.174,100.912,5.060
'[13:04:53.776]',0.985,0.405,0.775,0.372,1.167,98.665,4.875
'[13:04:53.784]',1.000,0.410,0.790,0.381,1.164,96.125,4.875
'[13:04:53.792]',1.020,0.385,0.785,0.389,1.163,93.341,5.119
'[13:04:53.800]',1.040,0.390,0.790,0.398,1.164,90.557,5.617
'[13:04:53.808]',1.030,0.370,0.775,0.407,1.165,87.724,6.311
'[13:04:53.816]',1.010,0.390,0.770,0.417,1.165,84.989,7.063
'[13:04:53.824]',0.985,0.395,0.750,0.427,1.165,82.302,7.688
'[13:04:53.832]',0.950,0.420,0.750,0.439,1.165,79.762,7.874
'[13:04:53.840]',0.935,0.425,0.735,0.451,1.165,77.320,7.688
'[13:04:53.848]',0.930,0.435,0.740,0.465,1.166,74.976,7.375
'[13:04:53.856]',0.930,0.430,0.725,0.479,1.167,72.729,7.121
'[13:04:53.864]',0.925,0.435,0.730,0.495,1.164,70.531,6.867
'[13:04:53.872]',0.930,0.430,0.725,0.510,1.158,68.431,6.809
'[13:04:53.880]',0.925,0.435,0.735,0.524,1.151,66.379,6.936
'[13:04:53.888]',0.925,0.430,0.745,0.539,1.142,64.377,7.248
'[13:04:53.896]',0.915,0.390,0.790,0.552,1.133,62.569,7.688
'[13:04:53.904]',1.195,0.220,0.880,0.566,1.124,61.006,8.118
'[13:04:53.912]',1.500,-0.005,0.935,0.580,1.122,59.736,8.499
'[13:04:53.920]',1.490,0.120,0.875,0.595,1.135,58.759,8.684
'[13:04:53.928]',1.140,0.375,0.670,0.610,1.168,58.027,8.684
'[13:04:53.936]',0.955,0.430,0.585,0.625,1.230,57.538,8.557
'[13:04:53.944]',0.895,0.445,0.640,0.639,1.325,57.245,8.430
'[13:04:53.952]',0.875,0.460,0.685,0.653,1.430,57.099,8.430
'[13:04:53.960]',0.880,0.460,0.700,0.666,1.553,57.099,8.430
'[13:04:53.968]',0.880,0.460,0.710,0.679,1.718,57.294,8.430
'[13:04:53.976]',0.885,0.450,0.715,0.693,1.912,57.685,8.372
'[13:04:53.984]',0.880,0.460,0.720,0.707,2.119,58.027,8.118
'[13:04:53.992]',0.890,0.450,0.715,0.721,2.326,58.466,7.620
'[13:04:54.000]',0.895,0.455,0.725,0.735,2.521,58.906,6.994
'[13:04:54.008]',0.900,0.445,0.720,0.750,2.692,59.297,6.311
'[13:04:54.016]',0.900,0.450,0.730,0.765,2.834,59.590,5.685
'[13:04:54.024]',0.910,0.435,0.720,0.779,2.943,59.785,5.373
'[13:04:54.032]',0.915,0.435,0.730,0.794,3.019,59.932,5.431
'[13:04:54.040]',0.920,0.425,0.725,0.808,3.062,59.932,5.871
'[13:04:54.048]',0.920,0.430,0.740,0.821,3.075,59.883,6.555
'[13:04:54.056]',0.930,0.415,0.730,0.834,3.065,59.590,7.248
'[13:04:54.064]',0.935,0.420,0.740,0.847,3.039,59.297,7.688
'[13:04:54.072]',0.950,0.405,0.735,0.860,2.997,58.857,7.620
'[13:04:54.080]',0.950,0.405,0.740,0.873,2.940,58.369,7.180
'[13:04:54.088]',0.965,0.390,0.735,0.887,2.872,57.929,6.369
'[13:04:54.096]',0.970,0.385,0.740,0.900,2.793,57.490,5.304
'[13:04:54.104]',0.975,0.370,0.745,0.913,2.705,57.099,4.122
'[13:04:54.112]',0.990,0.370,0.740,0.925,2.611,56.610,3.058
'[13:04:54.120]',1.000,0.365,0.745,0.937,2.512,56.122,2.247
'[13:04:54.128]',1.000,0.360,0.745,0.949,2.409,55.633,1.934
'[13:04:54.136]',1.005,0.365,0.750,0.962,2.302,55.243,2.061
'[13:04:54.144]',1.000,0.365,0.755,0.976,2.196,55.438,2.559
'[13:04:54.152]',1.000,0.375,0.770,0.988,2.104,56.561,3.185
'[13:04:54.160]',0.995,0.370,0.765,1.000,2.018,59.101,3.937
'[13:04:54.168]',0.985,0.395,0.770,1.000,1.925,63.302,4.494
'[13:04:54.176]',0.975,0.400,0.770,1.000,1.830,68.919,4.806
'[13:04:54.184]',0.970,0.410,0.775,1.000,1.738,75.464,4.806
'[13:04:54.192]',0.965,0.405,0.760,1.000,1.651,82.302,4.621
'[13:04:54.200]',0.965,0.415,0.765,1.000,1.570,88.799,4.435
'[13:04:54.208]',0.960,0.415,0.750,1.000,1.497,94.513,4.435
'[13:04:54.216]',0.965,0.415,0.765,1.000,1.431,99.007,4.621
'[13:04:54.224]',0.970,0.400,0.750,1.000,1.375,102.377,5.119
'[13:04:54.232]',0.965,0.410,0.765,1.000,1.328,104.624,5.744
'[13:04:54.240]',0.970,0.405,0.760,1.000,1.291,105.796,6.311
'[13:04:54.248]',0.970,0.410,0.770,1.000,1.267,106.041,6.750
'[13:04:54.256]',0.980,0.400,0.770,1.000,1.250,105.308,6.936
'[13:04:54.264]',0.980,0.405,0.775,1.000,1.237,103.794,6.936
'[13:04:54.272]',0.995,0.390,0.780,1.000,1.226,101.693,6.682
'[13:04:54.280]',1.005,0.395,0.790,1.000,1.218,99.154,6.438
'[13:04:54.288]',1.020,0.380,0.785,1.000,1.213,96.467,6.242
'[13:04:54.296]',1.035,0.370,0.790,1.000,1.212,93.683,6.311
'[13:04:54.304]',1.040,0.360,0.780,1.000,1.213,90.948,6.682
'[13:04:54.312]',1.015,0.375,0.775,1.000,1.213,88.261,7.307
'[13:04:54.320]',0.990,0.385,0.760,1.000,1.212,85.673,8.059
'[13:04:54.328]',0.960,0.410,0.750,1.000,1.209,83.182,8.499
'[13:04:54.336]',0.945,0.415,0.740,1.000,1.205,80.739,8.499
'[13:04:54.344]',0.930,0.420,0.730,1.000,1.200,78.492,8.001
'[13:04:54.352]',0.935,0.430,0.740,1.000,1.197,76.246,7.307
'[13:04:54.360]',0.925,0.425,0.725,1.000,1.193,74.048,6.623
'[13:04:54.368]',0.930,0.430,0.735,1.000,1.183,71.947,6.242
'[13:04:54.376]',0.925,0.420,0.725,1.000,1.169,69.749,6.242
'[13:04:54.384]',0.925,0.435,0.740,1.000,1.154,67.698,6.623
'[13:04:54.392]',0.930,0.405,0.775,1.000,1.141,65.695,7.248
'[13:04:54.400]',1.110,0.280,0.870,1.000,1.130,63.839,7.874
'[13:04:54.408]',1.500,0.045,0.955,1.000,1.124,62.374,8.430
'[13:04:54.416]',1.500,-0.015,0.920,1.000,1.132,61.055,8.626
'[13:04:54.424]',1.225,0.310,0.715,1.000,1.159,60.029,8.557
'[13:04:54.432]',0.995,0.415,0.590,1.000,1.213,59.297,8.245
'[13:04:54.440]',0.915,0.420,0.630,1.000,1.300,58.759,8.001
