'Time','ABP','PLETH','II'
'[23:07:32.080]',144.531,0.263,0.071
'[23:07:32.088]',143.750,0.263,0.063
'[23:07:32.096]',143.750,0.263,0.063
'[23:07:32.104]',142.969,0.263,0.063
'[23:07:32.112]',142.188,0.263,0.063
'[23:07:32.120]',141.406,0.263,0.063
'[23:07:32.128]',139.844,0.259,0.071
'[23:07:32.136]',138.281,0.259,0.071
'[23:07:32.144]',135.938,0.259,0.071
'[23:07:32.152]',133.594,0.263,0.071
'[23:07:32.160]',131.250,0.263,0.071
'[23:07:32.168]',128.125,0.267,0.079
'[23:07:32.176]',125.000,0.278,0.071
'[23:07:32.184]',121.875,0.286,0.071
'[23:07:32.192]',118.750,0.302,0.079
'[23:07:32.200]',114.844,0.318,0.071
'[23:07:32.208]',111.719,0.337,0.071
'[23:07:32.216]',108.594,0.365,0.071
'[23:07:32.224]',106.250,0.388,0.063
'[23:07:32.232]',103.125,0.416,0.063
'[23:07:32.240]',101.562,0.443,0.063
'[23:07:32.248]',99.219,0.471,0.055
'[23:07:32.256]',97.656,0.498,0.063
'[23:07:32.264]',96.875,0.525,0.055
'[23:07:32.272]',95.312,0.549,0.055
'[23:07:32.280]',94.531,0.573,0.055
'[23:07:32.288]',92.969,0.592,0.055
'[23:07:32.296]',92.188,0.612,0.063
'[23:07:32.304]',91.406,0.631,0.063
'[23:07:32.312]',90.625,0.651,0.071
'[23:07:32.320]',89.844,0.667,0.094
'[23:07:32.328]',89.062,0.682,0.118
'[23:07:32.336]',88.281,0.694,0.134
'[23:07:32.344]',88.281,0.702,0.150
'[23:07:32.352]',87.500,0.710,0.205
'[23:07:32.360]',87.500,0.718,0.228
'[23:07:32.368]',86.719,0.722,0.236
'[23:07:32.376]',86.719,0.722,0.205
'[23:07:32.384]',85.938,0.722,0.150
'[23:07:32.392]',85.156,0.718,0.118
'[23:07:32.400]',85.156,0.714,0.071
'[23:07:32.408]',84.375,0.706,0.039
'[23:07:32.416]',84.375,0.698,0.031
'[23:07:32.424]',83.594,0.690,0.024
'[23:07:32.432]',82.812,0.678,0.024
'[23:07:32.440]',82.031,0.667,0.024
'[23:07:32.448]',82.031,0.651,-0.016
'[23:07:32.456]',81.250,0.635,0.039
'[23:07:32.464]',80.469,0.620,0.268
'[23:07:32.472]',79.688,0.604,0.709
'[23:07:32.480]',79.688,0.588,1.165
'[23:07:32.488]',78.906,0.573,1.197
'[23:07:32.496]',78.125,0.557,0.803
'[23:07:32.504]',78.125,0.541,0.346
'[23:07:32.512]',77.344,0.529,0.150
'[23:07:32.520]',76.562,0.514,0.031
'[23:07:32.528]',76.562,0.502,-0.031
'[23:07:32.536]',75.781,0.490,-0.047
'[23:07:32.544]',75.000,0.478,-0.047
'[23:07:32.552]',75.000,0.467,-0.047
'[23:07:32.560]',74.219,0.455,-0.047
'[23:07:32.568]',74.219,0.443,-0.047
'[23:07:32.576]',73.438,0.435,-0.039
'[23:07:32.584]',73.438,0.427,-0.031
'[23:07:32.592]',72.656,0.420,-0.031
'[23:07:32.600]',72.656,0.416,-0.024
'[23:07:32.608]',71.875,0.408,-0.008
'[23:07:32.616]',71.875,0.400,0.000
'[23:07:32.624]',71.094,0.392,0.008
'[23:07:32.632]',71.094,0.384,0.024
'[23:07:32.640]',71.094,0.376,0.039
'[23:07:32.648]',70.312,0.373,0.047
'[23:07:32.656]',70.312,0.365,0.063
'[23:07:32.664]',69.531,0.361,0.071
'[23:07:32.672]',69.531,0.353,0.079
'[23:07:32.680]',68.750,0.349,0.087
'[23:07:32.688]',68.750,0.345,0.102
'[23:07:32.696]',68.750,0.341,0.118
'[23:07:32.704]',68.750,0.337,0.142
'[23:07:32.712]',69.531,0.329,0.150
'[23:07:32.720]',71.875,0.325,0.173
'[23:07:32.728]',75.000,0.322,0.197
'[23:07:32.736]',79.688,0.314,0.220
'[23:07:32.744]',84.375,0.310,0.244
'[23:07:32.752]',89.844,0.306,0.260
'[23:07:32.760]',94.531,0.302,0.283
'[23:07:32.768]',100.000,0.298,0.291
'[23:07:32.776]',104.688,0.294,0.307
'[23:07:32.784]',108.594,0.290,0.307
'[23:07:32.792]',112.500,0.290,0.276
'[23:07:32.800]',117.188,0.286,0.244
'[23:07:32.808]',121.094,0.282,0.189
'[23:07:32.816]',125.781,0.282,0.157
'[23:07:32.824]',129.688,0.278,0.118
'[23:07:32.832]',133.594,0.275,0.094
'[23:07:32.840]',137.500,0.275,0.071
'[23:07:32.848]',139.844,0.275,0.063
'[23:07:32.856]',142.188,0.271,0.055
'[23:07:32.864]',143.750,0.271,0.047
'[23:07:32.872]',145.312,0.271,0.055
'[23:07:32.880]',146.094,0.271,0.055
'[23:07:32.888]',146.094,0.271,0.047
'[23:07:32.896]',145.312,0.271,0.047
'[23:07:32.904]',145.312,0.271,0.039
'[23:07:32.912]',144.531,0.267,0.047
'[23:07:32.920]',142.969,0.267,0.047
'[23:07:32.928]',142.188,0.267,0.047
'[23:07:32.936]',140.625,0.267,0.047
'[23:07:32.944]',139.844,0.263,0.055
'[23:07:32.952]',138.281,0.263,0.047
'[23:07:32.960]',135.938,0.263,0.055
'[23:07:32.968]',133.594,0.267,0.063
'[23:07:32.976]',131.250,0.275,0.055
'[23:07:32.984]',128.125,0.282,0.063
'[23:07:32.992]',125.000,0.290,0.055
'[23:07:33.000]',121.875,0.306,0.063
'[23:07:33.008]',117.969,0.325,0.063
'[23:07:33.016]',114.062,0.349,0.063
'[23:07:33.024]',110.938,0.373,0.063
'[23:07:33.032]',107.812,0.400,0.055
'[23:07:33.040]',105.469,0.427,0.063
'[23:07:33.048]',103.125,0.455,0.055
'[23:07:33.056]',101.562,0.482,0.055
'[23:07:33.064]',99.219,0.514,0.055
'[23:07:33.072]',97.656,0.541,0.055
'[23:07:33.080]',96.094,0.561,0.047
'[23:07:33.088]',95.312,0.584,0.055
'[23:07:33.096]',93.750,0.608,0.047
'[23:07:33.104]',92.969,0.627,0.055
'[23:07:33.112]',92.188,0.651,0.055
'[23:07:33.120]',91.406,0.671,0.071
'[23:07:33.128]',90.625,0.690,0.094
'[23:07:33.136]',89.844,0.706,0.118
'[23:07:33.144]',89.062,0.718,0.134
'[23:07:33.152]',89.062,0.729,0.150
'[23:07:33.160]',88.281,0.737,0.205
'[23:07:33.168]',87.500,0.745,0.220
'[23:07:33.176]',87.500,0.749,0.228
'[23:07:33.184]',86.719,0.749,0.213
'[23:07:33.192]',86.719,0.749,0.157
'[23:07:33.200]',85.938,0.745,0.118
'[23:07:33.208]',85.938,0.745,0.079
'[23:07:33.216]',85.156,0.741,0.039
'[23:07:33.224]',84.375,0.733,0.024
'[23:07:33.232]',84.375,0.725,0.024
'[23:07:33.240]',83.594,0.714,0.024
'[23:07:33.248]',82.812,0.702,0.016
'[23:07:33.256]',82.031,0.686,-0.008
'[23:07:33.264]',82.031,0.671,0.031
'[23:07:33.272]',81.250,0.655,0.252
'[23:07:33.280]',80.469,0.635,0.693
'[23:07:33.288]',80.469,0.620,1.173
'[23:07:33.296]',79.688,0.604,1.213
'[23:07:33.304]',78.906,0.584,0.819
'[23:07:33.312]',78.906,0.569,0.362
'[23:07:33.320]',78.125,0.553,0.157
'[23:07:33.328]',77.344,0.537,0.031
'[23:07:33.336]',77.344,0.522,-0.016
'[23:07:33.344]',76.562,0.506,-0.031
'[23:07:33.352]',76.562,0.494,-0.047
'[23:07:33.360]',75.781,0.482,-0.047
'[23:07:33.368]',75.000,0.471,-0.047
'[23:07:33.376]',75.000,0.459,-0.039
'[23:07:33.384]',74.219,0.447,-0.031
'[23:07:33.392]',74.219,0.439,-0.024
'[23:07:33.400]',73.438,0.431,-0.016
'[23:07:33.408]',73.438,0.424,-0.008
'[23:07:33.416]',72.656,0.416,0.008
'[23:07:33.424]',72.656,0.408,0.008
'[23:07:33.432]',71.875,0.400,0.024
'[23:07:33.440]',71.875,0.392,0.039
'[23:07:33.448]',71.875,0.388,0.047
'[23:07:33.456]',71.094,0.380,0.063
'[23:07:33.464]',71.094,0.376,0.071
'[23:07:33.472]',70.312,0.373,0.094
'[23:07:33.480]',70.312,0.369,0.102
'[23:07:33.488]',70.312,0.365,0.118
'[23:07:33.496]',69.531,0.361,0.126
'[23:07:33.504]',69.531,0.357,0.150
'[23:07:33.512]',69.531,0.349,0.165
'[23:07:33.520]',69.531,0.345,0.189
'[23:07:33.528]',71.875,0.341,0.220
'[23:07:33.536]',75.781,0.337,0.244
'[23:07:33.544]',81.250,0.333,0.276
'[23:07:33.552]',85.938,0.329,0.307
'[23:07:33.560]',90.625,0.325,0.331
'[23:07:33.568]',96.094,0.322,0.346
'[23:07:33.576]',100.781,0.318,0.362
'[23:07:33.584]',105.469,0.314,0.378
'[23:07:33.592]',109.375,0.314,0.370
'[23:07:33.600]',113.281,0.310,0.362
'[23:07:33.608]',117.969,0.306,0.315
'[23:07:33.616]',122.656,0.302,0.276
'[23:07:33.624]',127.344,0.298,0.236
'[23:07:33.632]',131.250,0.294,0.189
'[23:07:33.640]',135.156,0.294,0.165
'[23:07:33.648]',138.281,0.290,0.157
'[23:07:33.656]',141.406,0.286,0.142
'[23:07:33.664]',143.750,0.286,0.142
'[23:07:33.672]',145.312,0.282,0.142
'[23:07:33.680]',146.094,0.282,0.142
'[23:07:33.688]',146.875,0.278,0.142
'[23:07:33.696]',147.656,0.278,0.142
'[23:07:33.704]',148.438,0.278,0.150
'[23:07:33.712]',148.438,0.275,0.150
'[23:07:33.720]',147.656,0.275,0.150
'[23:07:33.728]',146.094,0.271,0.150
'[23:07:33.736]',144.531,0.271,0.150
'[23:07:33.744]',143.750,0.267,0.165
'[23:07:33.752]',142.188,0.267,0.165
'[23:07:33.760]',140.625,0.263,0.165
'[23:07:33.768]',138.281,0.263,0.173
'[23:07:33.776]',135.938,0.263,0.173
'[23:07:33.784]',133.594,0.267,0.181
'[23:07:33.792]',130.469,0.271,0.189
'[23:07:33.800]',126.562,0.275,0.181
'[23:07:33.808]',122.656,0.286,0.181
'[23:07:33.816]',119.531,0.302,0.189
'[23:07:33.824]',116.406,0.322,0.189
'[23:07:33.832]',113.281,0.341,0.189
'[23:07:33.840]',110.938,0.369,0.189
'[23:07:33.848]',108.594,0.392,0.197
'[23:07:33.856]',106.250,0.420,0.205
'[23:07:33.864]',104.688,0.447,0.197
'[23:07:33.872]',102.344,0.478,0.197
'[23:07:33.880]',100.781,0.502,0.205
'[23:07:33.888]',99.219,0.525,0.205
'[23:07:33.896]',98.438,0.549,0.205
'[23:07:33.904]',97.656,0.576,0.205
'[23:07:33.912]',96.875,0.600,0.205
'[23:07:33.920]',96.094,0.624,0.205
'[23:07:33.928]',94.531,0.647,0.220
'[23:07:33.936]',93.750,0.663,0.252
'[23:07:33.944]',92.188,0.678,0.276
'[23:07:33.952]',90.625,0.694,0.276
'[23:07:33.960]',89.844,0.706,0.307
'[23:07:33.968]',89.062,0.714,0.362
'[23:07:33.976]',88.281,0.718,0.386
'[23:07:33.984]',87.500,0.722,0.386
'[23:07:33.992]',87.500,0.725,0.402
'[23:07:34.000]',87.500,0.725,0.331
'[23:07:34.008]',87.500,0.729,0.276
'[23:07:34.016]',87.500,0.729,0.228
'[23:07:34.024]',87.500,0.725,0.189
'[23:07:34.032]',87.500,0.722,0.181
'[23:07:34.040]',87.500,0.718,0.165
'[23:07:34.048]',86.719,0.710,0.173
'[23:07:34.056]',86.719,0.702,0.165
'[23:07:34.064]',85.938,0.694,0.134
'[23:07:34.072]',85.156,0.682,0.126
'[23:07:34.080]',84.375,0.671,0.346
'[23:07:34.088]',83.594,0.659,0.803
'[23:07:34.096]',82.812,0.643,1.339
'[23:07:34.104]',82.031,0.631,1.465
'[23:07:34.112]',80.469,0.620,1.087
'[23:07:34.120]',79.688,0.604,0.567
'[23:07:34.128]',78.906,0.592,0.307
'[23:07:34.136]',78.125,0.576,0.181
'[23:07:34.144]',77.344,0.561,0.102
'[23:07:34.152]',75.781,0.545,0.079
'[23:07:34.160]',75.000,0.529,0.071
'[23:07:34.168]',74.219,0.510,0.063
'[23:07:34.176]',73.438,0.494,0.063
'[23:07:34.184]',73.438,0.482,0.063
'[23:07:34.192]',74.219,0.463,0.071
'[23:07:34.200]',74.219,0.447,0.071
'[23:07:34.208]',75.000,0.431,0.079
'[23:07:34.216]',74.219,0.416,0.079
'[23:07:34.224]',73.438,0.400,0.079
'[23:07:34.232]',72.656,0.388,0.087
'[23:07:34.240]',72.656,0.376,0.094
'[23:07:34.248]',73.438,0.365,0.094
'[23:07:34.256]',73.438,0.357,0.110
'[23:07:34.264]',72.656,0.349,0.118
'[23:07:34.272]',71.875,0.341,0.118
'[23:07:34.280]',71.875,0.337,0.126
'[23:07:34.288]',71.875,0.333,0.134
'[23:07:34.296]',71.875,0.329,0.142
'[23:07:34.304]',71.875,0.322,0.150
'[23:07:34.312]',71.875,0.318,0.157
'[23:07:34.320]',71.875,0.310,0.165
'[23:07:34.328]',73.438,0.302,0.189
'[23:07:34.336]',75.000,0.294,0.213
'[23:07:34.344]',78.906,0.286,0.236
'[23:07:34.352]',82.812,0.278,0.260
'[23:07:34.360]',87.500,0.271,0.283
'[23:07:34.368]',92.969,0.267,0.307
'[23:07:34.376]',98.438,0.263,0.315
'[23:07:34.384]',103.906,0.263,0.331
'[23:07:34.392]',108.594,0.259,0.331
'[23:07:34.400]',112.500,0.259,0.339
'[23:07:34.408]',117.188,0.259,0.307
'[23:07:34.416]',121.875,0.259,0.260
'[23:07:34.424]',126.562,0.259,0.197
'[23:07:34.432]',131.250,0.259,0.142
'[23:07:34.440]',135.938,0.255,0.094
'[23:07:34.448]',139.844,0.255,0.063
'[23:07:34.456]',143.750,0.255,0.031
'[23:07:34.464]',146.094,0.251,0.016
'[23:07:34.472]',148.438,0.251,0.008
'[23:07:34.480]',150.000,0.251,0.000
'[23:07:34.488]',151.562,0.255,-0.008
'[23:07:34.496]',153.125,0.259,-0.016
'[23:07:34.504]',153.906,0.263,-0.024
'[23:07:34.512]',153.906,0.271,-0.024
'[23:07:34.520]',153.906,0.282,-0.031
'[23:07:34.528]',153.125,0.298,-0.039
'[23:07:34.536]',151.562,0.310,-0.047
'[23:07:34.544]',150.781,0.322,-0.047
'[23:07:34.552]',149.219,0.333,-0.055
'[23:07:34.560]',147.656,0.345,-0.047
'[23:07:34.568]',145.312,0.357,-0.055
'[23:07:34.576]',142.969,0.365,-0.063
'[23:07:34.584]',140.625,0.373,-0.063
'[23:07:34.592]',137.500,0.384,-0.063
'[23:07:34.600]',134.375,0.396,-0.063
'[23:07:34.608]',130.469,0.412,-0.063
'[23:07:34.616]',126.562,0.431,-0.071
'[23:07:34.624]',122.656,0.455,-0.071
'[23:07:34.632]',118.750,0.478,-0.071
'[23:07:34.640]',114.844,0.506,-0.079
'[23:07:34.648]',110.938,0.537,-0.087
'[23:07:34.656]',108.594,0.569,-0.087
'[23:07:34.664]',106.250,0.600,-0.094
'[23:07:34.672]',103.906,0.627,-0.094
'[23:07:34.680]',102.344,0.655,-0.102
'[23:07:34.688]',100.000,0.678,-0.102
'[23:07:34.696]',99.219,0.706,-0.102
'[23:07:34.704]',98.438,0.733,-0.110
'[23:07:34.712]',97.656,0.761,-0.118
'[23:07:34.720]',97.656,0.784,-0.118
'[23:07:34.728]',96.875,0.808,-0.118
'[23:07:34.736]',95.312,0.831,-0.118
'[23:07:34.744]',94.531,0.851,-0.094
'[23:07:34.752]',93.750,0.867,-0.071
'[23:07:34.760]',92.188,0.878,-0.063
'[23:07:34.768]',91.406,0.890,-0.047
'[23:07:34.776]',90.625,0.894,0.000
'[23:07:34.784]',90.625,0.894,0.039
'[23:07:34.792]',90.625,0.894,0.047
'[23:07:34.800]',90.625,0.894,0.039
'[23:07:34.808]',89.844,0.886,-0.031
'[23:07:34.816]',89.062,0.878,-0.079
'[23:07:34.824]',88.281,0.863,-0.126
'[23:07:34.832]',87.500,0.847,-0.173
'[23:07:34.840]',86.719,0.824,-0.189
'[23:07:34.848]',85.938,0.800,-0.189
'[23:07:34.856]',85.156,0.773,-0.189
'[23:07:34.864]',84.375,0.741,-0.197
'[23:07:34.872]',82.812,0.710,-0.228
'[23:07:34.880]',82.812,0.682,-0.236
'[23:07:34.888]',82.812,0.659,-0.047
'[23:07:34.896]',83.594,0.631,0.354
'[23:07:34.904]',83.594,0.604,0.850
'[23:07:34.912]',82.812,0.576,1.000
'[23:07:34.920]',82.031,0.549,0.709
'[23:07:34.928]',82.031,0.525,0.220
'[23:07:34.936]',81.250,0.506,-0.039
'[23:07:34.944]',81.250,0.482,-0.173
'[23:07:34.952]',80.469,0.467,-0.252
'[23:07:34.960]',78.906,0.447,-0.268
'[23:07:34.968]',78.125,0.435,-0.283
'[23:07:34.976]',78.125,0.424,-0.283
'[23:07:34.984]',78.125,0.412,-0.283
'[23:07:34.992]',78.125,0.400,-0.276
'[23:07:35.000]',77.344,0.392,-0.276
'[23:07:35.008]',77.344,0.380,-0.268
'[23:07:35.016]',76.562,0.373,-0.260
'[23:07:35.024]',75.781,0.365,-0.260
'[23:07:35.032]',74.219,0.361,-0.260
'[23:07:35.040]',73.438,0.357,-0.236
'[23:07:35.048]',72.656,0.349,-0.228
'[23:07:35.056]',72.656,0.345,-0.228
'[23:07:35.064]',73.438,0.341,-0.213
'[23:07:35.072]',73.438,0.337,-0.189
'[23:07:35.080]',74.219,0.337,-0.189
'[23:07:35.088]',74.219,0.333,-0.173
'[23:07:35.096]',73.438,0.333,-0.165
'[23:07:35.104]',73.438,0.329,-0.157
'[23:07:35.112]',73.438,0.329,-0.142
'[23:07:35.120]',72.656,0.333,-0.126
'[23:07:35.128]',73.438,0.333,-0.102
'[23:07:35.136]',74.219,0.337,-0.087
'[23:07:35.144]',75.781,0.341,-0.063
'[23:07:35.152]',78.906,0.345,-0.047
'[23:07:35.160]',82.031,0.349,-0.016
'[23:07:35.168]',86.719,0.353,0.008
'[23:07:35.176]',90.625,0.357,0.039
'[23:07:35.184]',95.312,0.357,0.047
'[23:07:35.192]',100.000,0.361,0.063
'[23:07:35.200]',104.688,0.361,0.063
'[23:07:35.208]',108.594,0.361,0.071
'[23:07:35.216]',112.500,0.361,0.063
'[23:07:35.224]',117.188,0.357,0.024
'[23:07:35.232]',121.875,0.357,-0.031
'[23:07:35.240]',127.344,0.353,-0.071
'[23:07:35.248]',132.031,0.353,-0.110
'[23:07:35.256]',135.938,0.349,-0.142
'[23:07:35.264]',139.844,0.345,-0.157
'[23:07:35.272]',142.188,0.345,-0.173
'[23:07:35.280]',145.312,0.341,-0.189
'[23:07:35.288]',147.656,0.341,-0.189
'[23:07:35.296]',149.219,0.337,-0.189
'[23:07:35.304]',148.438,0.333,-0.189
'[23:07:35.312]',147.656,0.325,-0.189
'[23:07:35.320]',147.656,0.322,-0.189
'[23:07:35.328]',148.438,0.318,-0.189
'[23:07:35.336]',149.219,0.314,-0.189
'[23:07:35.344]',150.000,0.306,-0.189
'[23:07:35.352]',150.000,0.302,-0.189
'[23:07:35.360]',149.219,0.294,-0.189
'[23:07:35.368]',147.656,0.286,-0.181
'[23:07:35.376]',144.531,0.278,-0.181
'[23:07:35.384]',141.406,0.275,-0.189
'[23:07:35.392]',138.281,0.267,-0.181
'[23:07:35.400]',135.156,0.259,-0.173
'[23:07:35.408]',132.031,0.251,-0.173
'[23:07:35.416]',128.906,0.247,-0.165
'[23:07:35.424]',125.781,0.247,-0.165
'[23:07:35.432]',121.094,0.251,-0.165
'[23:07:35.440]',117.188,0.255,-0.165
'[23:07:35.448]',113.281,0.263,-0.165
'[23:07:35.456]',110.156,0.271,-0.165
'[23:07:35.464]',107.812,0.282,-0.173
'[23:07:35.472]',105.469,0.294,-0.165
'[23:07:35.480]',103.906,0.306,-0.165
'[23:07:35.488]',102.344,0.318,-0.173
'[23:07:35.496]',100.781,0.333,-0.173
'[23:07:35.504]',99.219,0.345,-0.173
'[23:07:35.512]',97.656,0.361,-0.165
'[23:07:35.520]',96.875,0.380,-0.165
'[23:07:35.528]',96.094,0.396,-0.173
'[23:07:35.536]',95.312,0.412,-0.165
'[23:07:35.544]',94.531,0.427,-0.134
'[23:07:35.552]',94.531,0.443,-0.118
'[23:07:35.560]',93.750,0.459,-0.094
'[23:07:35.568]',92.969,0.475,-0.087
'[23:07:35.576]',92.188,0.490,-0.039
'[23:07:35.584]',91.406,0.502,0.000
'[23:07:35.592]',90.625,0.514,0.008
'[23:07:35.600]',89.062,0.525,0.016
'[23:07:35.608]',89.062,0.537,-0.047
'[23:07:35.616]',88.281,0.545,-0.094
'[23:07:35.624]',88.281,0.553,-0.134
'[23:07:35.632]',87.500,0.561,-0.173
'[23:07:35.640]',87.500,0.565,-0.189
'[23:07:35.648]',87.500,0.569,-0.189
'[23:07:35.656]',87.500,0.569,-0.197
'[23:07:35.664]',86.719,0.565,-0.189
'[23:07:35.672]',85.156,0.561,-0.213
'[23:07:35.680]',84.375,0.557,-0.220
'[23:07:35.688]',82.812,0.549,-0.047
'[23:07:35.696]',82.031,0.545,0.331
'[23:07:35.704]',81.250,0.533,0.843
'[23:07:35.712]',81.250,0.525,0.992
'[23:07:35.720]',81.250,0.514,0.732
'[23:07:35.728]',82.031,0.506,0.244
'[23:07:35.736]',81.250,0.494,-0.008
'[23:07:35.744]',80.469,0.486,-0.134
'[23:07:35.752]',79.688,0.475,-0.213
'[23:07:35.760]',78.906,0.463,-0.236
'[23:07:35.768]',78.125,0.451,-0.244
'[23:07:35.776]',78.125,0.443,-0.244
'[23:07:35.784]',78.125,0.431,-0.244
'[23:07:35.792]',78.125,0.424,-0.236
'[23:07:35.800]',78.125,0.412,-0.228
'[23:07:35.808]',77.344,0.404,-0.220
'[23:07:35.816]',76.562,0.392,-0.213
'[23:07:35.824]',75.000,0.384,-0.213
'[23:07:35.832]',73.438,0.380,-0.197
'[23:07:35.840]',72.656,0.373,-0.189
'[23:07:35.848]',72.656,0.369,-0.173
'[23:07:35.856]',72.656,0.361,-0.165
'[23:07:35.864]',72.656,0.357,-0.150
'[23:07:35.872]',73.438,0.353,-0.134
'[23:07:35.880]',73.438,0.353,-0.118
'[23:07:35.888]',73.438,0.349,-0.110
'[23:07:35.896]',72.656,0.345,-0.102
'[23:07:35.904]',72.656,0.341,-0.087
'[23:07:35.912]',71.875,0.341,-0.071
'[23:07:35.920]',71.094,0.337,-0.063
'[23:07:35.928]',70.312,0.329,-0.047
'[23:07:35.936]',70.312,0.325,-0.024
'[23:07:35.944]',71.875,0.322,-0.008
'[23:07:35.952]',74.219,0.314,0.024
'[23:07:35.960]',78.906,0.306,0.055
'[23:07:35.968]',83.594,0.298,0.079
'[23:07:35.976]',89.062,0.290,0.094
'[23:07:35.984]',94.531,0.286,0.118
'[23:07:35.992]',100.000,0.278,0.134
'[23:07:36.000]',104.688,0.271,0.150
'[23:07:36.008]',109.375,0.267,0.150
'[23:07:36.016]',113.281,0.259,0.134
'[23:07:36.024]',117.188,0.255,0.102
'[23:07:36.032]',121.875,0.251,0.055
'[23:07:36.040]',125.781,0.247,0.008
'[23:07:36.048]',130.469,0.243,-0.024
'[23:07:36.056]',134.375,0.239,-0.047
'[23:07:36.064]',137.500,0.239,-0.071
'[23:07:36.072]',140.625,0.235,-0.087
'[23:07:36.080]',142.969,0.235,-0.094
'[23:07:36.088]',145.312,0.235,-0.094
'[23:07:36.096]',146.094,0.231,-0.094
'[23:07:36.104]',146.875,0.231,-0.094
'[23:07:36.112]',146.875,0.227,-0.102
'[23:07:36.120]',146.875,0.227,-0.094
'[23:07:36.128]',146.875,0.227,-0.102
'[23:07:36.136]',146.094,0.224,-0.102
'[23:07:36.144]',146.094,0.224,-0.102
'[23:07:36.152]',145.312,0.224,-0.094
'[23:07:36.160]',143.750,0.220,-0.102
'[23:07:36.168]',142.969,0.220,-0.094
'[23:07:36.176]',141.406,0.224,-0.094
'[23:07:36.184]',139.844,0.224,-0.087
'[23:07:36.192]',137.500,0.227,-0.087
'[23:07:36.200]',134.375,0.231,-0.079
'[23:07:36.208]',131.250,0.235,-0.079
'[23:07:36.216]',127.344,0.247,-0.087
'[23:07:36.224]',124.219,0.255,-0.079
'[23:07:36.232]',120.312,0.271,-0.079
'[23:07:36.240]',116.406,0.286,-0.071
'[23:07:36.248]',113.281,0.306,-0.071
'[23:07:36.256]',110.156,0.325,-0.071
'[23:07:36.264]',107.812,0.349,-0.071
'[23:07:36.272]',105.469,0.365,-0.071
'[23:07:36.280]',103.125,0.384,-0.071
'[23:07:36.288]',100.781,0.404,-0.071
'[23:07:36.296]',99.219,0.424,-0.087
'[23:07:36.304]',98.438,0.443,-0.079
'[23:07:36.312]',96.875,0.467,-0.071
'[23:07:36.320]',96.094,0.486,-0.047
'[23:07:36.328]',94.531,0.506,-0.024
'[23:07:36.336]',93.750,0.522,-0.008
'[23:07:36.344]',92.969,0.537,0.008
'[23:07:36.352]',92.188,0.553,0.039
'[23:07:36.360]',92.188,0.565,0.094
'[23:07:36.368]',91.406,0.576,0.094
'[23:07:36.376]',90.625,0.580,0.118
'[23:07:36.384]',89.844,0.588,0.079
'[23:07:36.392]',89.062,0.592,0.024
'[23:07:36.400]',89.062,0.596,-0.016
'[23:07:36.408]',88.281,0.600,-0.055
'[23:07:36.416]',87.500,0.600,-0.071
'[23:07:36.424]',87.500,0.600,-0.087
'[23:07:36.432]',86.719,0.600,-0.087
'[23:07:36.440]',86.719,0.596,-0.079
'[23:07:36.448]',85.938,0.592,-0.087
'[23:07:36.456]',85.938,0.588,-0.118
'[23:07:36.464]',85.938,0.580,-0.008
'[23:07:36.472]',85.156,0.569,0.283
'[23:07:36.480]',84.375,0.561,0.795
'[23:07:36.488]',83.594,0.549,1.118
'[23:07:36.496]',82.812,0.537,0.945
'[23:07:36.504]',82.031,0.525,0.512
'[23:07:36.512]',81.250,0.510,0.165
'[23:07:36.520]',80.469,0.494,0.024
'[23:07:36.528]',79.688,0.482,-0.087
'[23:07:36.536]',79.688,0.467,-0.126
'[23:07:36.544]',78.906,0.455,-0.134
'[23:07:36.552]',78.906,0.439,-0.134
'[23:07:36.560]',78.906,0.427,-0.134
'[23:07:36.568]',78.125,0.416,-0.134
'[23:07:36.576]',78.125,0.404,-0.118
'[23:07:36.584]',77.344,0.396,-0.110
'[23:07:36.592]',77.344,0.388,-0.102
'[23:07:36.600]',76.562,0.376,-0.094
'[23:07:36.608]',76.562,0.369,-0.087
'[23:07:36.616]',75.781,0.361,-0.071
'[23:07:36.624]',75.000,0.353,-0.063
'[23:07:36.632]',74.219,0.345,-0.047
'[23:07:36.640]',74.219,0.337,-0.031
'[23:07:36.648]',73.438,0.329,-0.016
'[23:07:36.656]',73.438,0.322,-0.008
'[23:07:36.664]',72.656,0.318,0.000
'[23:07:36.672]',72.656,0.314,0.024
'[23:07:36.680]',71.875,0.306,0.039
'[23:07:36.688]',71.875,0.302,0.047
'[23:07:36.696]',71.875,0.298,0.063
'[23:07:36.704]',71.094,0.294,0.079
'[23:07:36.712]',71.875,0.286,0.102
'[23:07:36.720]',73.438,0.282,0.126
'[23:07:36.728]',75.781,0.278,0.157
'[23:07:36.736]',79.688,0.275,0.181
'[23:07:36.744]',83.594,0.271,0.205
'[23:07:36.752]',89.062,0.267,0.236
'[23:07:36.760]',93.750,0.263,0.252
'[23:07:36.768]',99.219,0.259,0.268
'[23:07:36.776]',103.906,0.255,0.283
'[23:07:36.784]',108.594,0.255,0.291
'[23:07:36.792]',113.281,0.251,0.283
'[23:07:36.800]',117.188,0.251,0.252
'[23:07:36.808]',121.875,0.247,0.205
'[23:07:36.816]',126.562,0.247,0.165
