'Time','II','III','AVR','AVL','AVF','V','RESP','PLETH','ABP'
'[14:53:19.933]',-0.000,-,0.590,-,-,0.400,0.705,1.478,91.943
'[14:53:19.941]',-0.035,-,0.580,-,-,0.385,0.699,1.468,99.867
'[14:53:19.949]',-0.061,-,0.625,-,-,0.390,0.694,1.460,110.063
'[14:53:19.957]',-0.086,-,0.620,-,-,0.380,0.689,1.454,121.422
'[14:53:19.965]',-0.110,-,0.660,-,-,0.385,0.684,1.448,132.616
'[14:53:19.973]',-0.100,-,0.645,-,-,0.380,0.680,1.441,142.362
'[14:53:19.981]',-0.140,-,0.675,-,-,0.380,0.674,1.432,149.562
'[14:53:19.989]',-0.130,-,0.665,-,-,0.380,0.668,1.425,153.740
'[14:53:19.997]',-0.160,-,0.695,-,-,0.390,0.661,1.418,154.806
'[14:53:20.005]',-0.146,-,0.675,-,-,0.380,0.654,1.410,153.175
'[14:53:20.013]',-0.166,-,0.695,-,-,0.390,0.646,1.398,149.632
'[14:53:20.021]',-0.140,-,0.670,-,-,0.380,0.639,1.385,145.181
'[14:53:20.029]',-0.160,-,0.700,-,-,0.390,0.631,1.372,140.565
'[14:53:20.037]',-0.135,-,0.670,-,-,0.380,0.624,1.358,136.000
'[14:53:20.045]',-0.155,-,0.695,-,-,0.395,0.614,1.344,131.689
'[14:53:20.053]',-0.130,-,0.660,-,-,0.385,0.605,1.331,127.689
'[14:53:20.061]',-0.146,-,0.690,-,-,0.395,0.594,1.321,123.873
'[14:53:20.069]',-0.126,-,0.665,-,-,0.390,0.583,1.313,120.311
'[14:53:20.077]',-0.146,-,0.690,-,-,0.400,0.571,1.306,116.813
'[14:53:20.085]',-0.126,-,0.660,-,-,0.390,0.559,1.303,113.359
'[14:53:20.093]',-0.120,-,0.680,-,-,0.385,0.547,1.301,109.816
'[14:53:20.101]',-0.135,-,0.665,-,-,0.380,0.534,1.298,106.248
'[14:53:20.109]',-0.120,-,0.680,-,-,0.380,0.523,1.293,102.933
'[14:53:20.117]',-0.135,-,0.665,-,-,0.375,0.511,1.285,100.184
'[14:53:20.125]',-0.120,-,0.655,-,-,0.365,0.500,1.277,98.438
'[14:53:20.133]',-0.135,-,0.685,-,-,0.370,0.489,1.269,97.981
'[14:53:20.141]',-0.120,-,0.660,-,-,0.360,0.478,1.263,98.800
'[14:53:20.149]',-0.140,-,0.685,-,-,0.375,0.466,1.257,100.546
'[14:53:20.157]',-0.120,-,0.660,-,-,0.365,0.454,1.251,102.863
'[14:53:20.165]',-0.140,-,0.690,-,-,0.370,0.441,1.245,105.251
'[14:53:20.173]',-0.120,-,0.660,-,-,0.360,0.430,1.241,107.429
'[14:53:20.181]',-0.140,-,0.685,-,-,0.360,0.420,1.241,109.244
'[14:53:20.189]',-0.120,-,0.660,-,-,0.355,0.410,1.250,110.425
'[14:53:20.197]',-0.135,-,0.680,-,-,0.360,0.400,1.273,111.067
'[14:53:20.205]',-0.120,-,0.660,-,-,0.350,0.391,1.315,111.067
'[14:53:20.213]',-0.140,-,0.685,-,-,0.360,0.381,1.383,110.565
'[14:53:20.221]',-0.115,-,0.660,-,-,0.345,0.372,1.483,109.568
'[14:53:20.229]',-0.135,-,0.690,-,-,0.360,0.362,1.615,108.317
'[14:53:20.237]',-0.120,-,0.660,-,-,0.345,0.353,1.775,106.933
'[14:53:20.245]',-0.135,-,0.685,-,-,0.355,0.344,1.953,105.613
'[14:53:20.253]',-0.130,-,0.670,-,-,0.330,0.335,2.138,104.432
'[14:53:20.261]',-0.196,-,0.720,-,-,0.325,0.326,2.318,103.365
'[14:53:20.269]',-0.186,-,0.690,-,-,0.305,0.319,2.484,102.502
'[14:53:20.277]',-0.200,-,0.715,-,-,0.320,0.312,2.629,101.752
'[14:53:20.285]',-0.155,-,0.660,-,-,0.310,0.305,2.732,101.117
'[14:53:20.293]',-0.135,-,0.650,-,-,0.310,0.299,2.802,100.616
'[14:53:20.301]',-0.086,-,0.620,-,-,0.295,0.292,2.854,100.184
'[14:53:20.309]',-0.075,-,0.615,-,-,0.310,0.286,2.886,99.752
'[14:53:20.317]',-0.090,-,0.650,-,-,0.330,0.279,2.896,99.302
'[14:53:20.325]',-0.075,-,0.635,-,-,0.335,0.273,2.888,98.800
'[14:53:20.333]',-0.100,-,0.665,-,-,0.335,0.267,2.828,98.298
'[14:53:20.341]',-0.081,-,0.640,-,-,0.330,0.262,2.738,97.733
'[14:53:20.349]',-0.095,-,0.660,-,-,0.335,0.257,2.668,97.187
'[14:53:20.357]',-0.070,-,0.630,-,-,0.330,0.252,2.602,96.552
'[14:53:20.365]',-0.090,-,0.660,-,-,0.335,0.247,2.535,95.981
'[14:53:20.373]',-0.070,-,0.630,-,-,0.330,0.243,2.464,95.371
'[14:53:20.381]',-0.086,-,0.655,-,-,0.335,0.238,2.394,94.686
'[14:53:20.389]',-0.065,-,0.630,-,-,0.330,0.234,2.331,94.051
'[14:53:20.397]',-0.081,-,0.650,-,-,0.335,0.229,2.276,93.441
'[14:53:20.405]',-0.045,-,0.625,-,-,0.330,0.225,2.219,92.870
'[14:53:20.413]',-0.055,-,0.635,-,-,0.335,0.221,2.167,92.305
'[14:53:20.421]',-0.005,-,0.590,-,-,0.310,0.217,2.123,91.803
'[14:53:20.429]',0.220,-,0.450,-,-,0.315,0.213,2.089,91.238
'[14:53:20.437]',0.755,-,0.125,-,-,-0.256,0.210,2.065,90.667
'[14:53:20.445]',1.281,-,-0.135,-,-,-0.500,0.207,2.051,90.171
'[14:53:20.453]',1.501,-,-0.461,-,-,-0.500,0.204,2.048,89.670
'[14:53:20.461]',1.501,-,-0.500,-,-,-0.500,0.202,2.052,89.238
'[14:53:20.469]',1.406,-,-0.321,-,-,-0.500,0.199,2.059,88.876
'[14:53:20.477]',0.740,-,0.095,-,-,-0.500,0.198,2.066,88.559
'[14:53:20.485]',0.130,-,0.505,-,-,0.070,0.197,2.071,88.305
'[14:53:20.493]',-0.086,-,0.665,-,-,0.430,0.196,2.073,88.127
'[14:53:20.501]',-0.126,-,0.680,-,-,0.535,0.195,2.072,88.057
'[14:53:20.509]',-0.166,-,0.710,-,-,0.565,0.194,2.068,87.987
'[14:53:20.517]',-0.175,-,0.700,-,-,0.575,0.194,2.060,87.987
'[14:53:20.525]',-0.171,-,0.725,-,-,0.585,0.194,2.045,88.057
'[14:53:20.533]',-0.196,-,0.710,-,-,0.590,0.194,2.027,88.057
'[14:53:20.541]',-0.171,-,0.700,-,-,0.580,0.194,2.009,88.057
'[14:53:20.549]',-0.191,-,0.720,-,-,0.590,0.194,1.989,87.917
'[14:53:20.557]',-0.166,-,0.690,-,-,0.575,0.194,1.970,87.810
'[14:53:20.565]',-0.186,-,0.720,-,-,0.580,0.195,1.950,87.486
'[14:53:20.573]',-0.160,-,0.685,-,-,0.570,0.195,1.929,87.054
'[14:53:20.581]',-0.175,-,0.710,-,-,0.575,0.196,1.905,86.559
'[14:53:20.589]',-0.151,-,0.675,-,-,0.560,0.196,1.884,85.987
'[14:53:20.597]',-0.166,-,0.700,-,-,0.560,0.197,1.863,85.378
'[14:53:20.605]',-0.146,-,0.680,-,-,0.545,0.197,1.842,84.876
'[14:53:20.613]',-0.160,-,0.700,-,-,0.545,0.198,1.821,84.311
'[14:53:20.621]',-0.126,-,0.670,-,-,0.535,0.199,1.801,83.879
'[14:53:20.629]',-0.140,-,0.690,-,-,0.540,0.200,1.780,83.422
'[14:53:20.637]',-0.115,-,0.660,-,-,0.525,0.202,1.761,83.060
'[14:53:20.645]',-0.120,-,0.680,-,-,0.525,0.203,1.739,82.743
'[14:53:20.653]',-0.095,-,0.650,-,-,0.515,0.204,1.717,82.425
'[14:53:20.661]',-0.110,-,0.675,-,-,0.520,0.206,1.694,82.241
'[14:53:20.669]',-0.081,-,0.635,-,-,0.510,0.207,1.666,82.057
'[14:53:20.677]',-0.086,-,0.650,-,-,0.515,0.208,1.641,81.854
'[14:53:20.685]',-0.055,-,0.625,-,-,0.500,0.210,1.628,81.676
'[14:53:20.693]',-0.050,-,0.635,-,-,0.510,0.212,1.615,81.359
'[14:53:20.701]',-0.015,-,0.600,-,-,0.500,0.213,1.594,81.105
'[14:53:20.709]',-0.005,-,0.605,-,-,0.505,0.215,1.576,80.857
'[14:53:20.717]',0.020,-,0.580,-,-,0.510,0.217,1.561,80.743
'[14:53:20.725]',0.040,-,0.565,-,-,0.500,0.219,1.544,80.743
'[14:53:20.733]',0.060,-,0.575,-,-,0.495,0.221,1.527,80.743
'[14:53:20.741]',0.075,-,0.535,-,-,0.485,0.224,1.510,80.743
'[14:53:20.749]',0.065,-,0.555,-,-,0.475,0.225,1.495,80.610
'[14:53:20.757]',0.085,-,0.530,-,-,0.455,0.227,1.478,80.425
'[14:53:20.765]',0.065,-,0.555,-,-,0.445,0.228,1.457,80.241
'[14:53:20.773]',0.085,-,0.530,-,-,0.425,0.230,1.440,80.356
'[14:53:20.781]',0.055,-,0.555,-,-,0.410,0.231,1.427,81.359
'[14:53:20.789]',0.044,-,0.540,-,-,0.395,0.233,1.417,83.879
'[14:53:20.797]',-0.000,-,0.580,-,-,0.385,0.235,1.410,88.622
'[14:53:20.805]',-0.015,-,0.595,-,-,0.380,0.237,1.401,95.981
'[14:53:20.813]',-0.070,-,0.635,-,-,0.390,0.238,1.393,105.752
'[14:53:20.821]',-0.081,-,0.630,-,-,0.380,0.239,1.385,116.813
'[14:53:20.829]',-0.115,-,0.665,-,-,0.405,0.240,1.376,127.733
'[14:53:20.837]',-0.110,-,0.650,-,-,0.390,0.241,1.367,137.295
'[14:53:20.845]',-0.146,-,0.695,-,-,0.405,0.242,1.358,144.565
'[14:53:20.853]',-0.135,-,0.670,-,-,0.390,0.243,1.351,148.997
'[14:53:20.861]',-0.160,-,0.695,-,-,0.405,0.243,1.345,150.381
'[14:53:20.869]',-0.146,-,0.670,-,-,0.395,0.244,1.340,148.997
'[14:53:20.877]',-0.160,-,0.695,-,-,0.405,0.242,1.335,145.562
'[14:53:20.885]',-0.140,-,0.670,-,-,0.400,0.240,1.331,140.863
'[14:53:20.893]',-0.160,-,0.700,-,-,0.395,0.237,1.325,135.683
'[14:53:20.901]',-0.140,-,0.670,-,-,0.405,0.234,1.316,130.438
'[14:53:20.909]',-0.151,-,0.695,-,-,0.395,0.231,1.308,125.194
'[14:53:20.917]',-0.130,-,0.670,-,-,0.405,0.228,1.298,120.127
'[14:53:20.925]',-0.120,-,0.660,-,-,0.400,0.225,1.287,115.130
'[14:53:20.933]',-0.146,-,0.690,-,-,0.410,0.222,1.276,110.425
'[14:53:20.941]',-0.120,-,0.665,-,-,0.400,0.217,1.264,106.248
'[14:53:20.949]',-0.146,-,0.695,-,-,0.405,0.213,1.252,102.616
'[14:53:20.957]',-0.120,-,0.660,-,-,0.395,0.207,1.239,99.619
'[14:53:20.965]',-0.140,-,0.685,-,-,0.400,0.201,1.227,97.048
'[14:53:20.973]',-0.120,-,0.660,-,-,0.390,0.196,1.216,95.054
'[14:53:20.981]',-0.140,-,0.685,-,-,0.395,0.191,1.207,93.873
'[14:53:20.989]',-0.120,-,0.655,-,-,0.385,0.187,1.200,93.733
'[14:53:20.997]',-0.140,-,0.680,-,-,0.395,0.183,1.196,94.737
'[14:53:21.005]',-0.120,-,0.660,-,-,0.380,0.178,1.195,96.552
'[14:53:21.013]',-0.146,-,0.690,-,-,0.385,0.174,1.194,98.800
'[14:53:21.021]',-0.126,-,0.665,-,-,0.380,0.170,1.191,101.187
'[14:53:21.029]',-0.146,-,0.690,-,-,0.380,0.165,1.187,103.435
'[14:53:21.037]',-0.120,-,0.660,-,-,0.370,0.161,1.185,105.295
'[14:53:21.045]',-0.140,-,0.685,-,-,0.380,0.157,1.185,106.679
'[14:53:21.053]',-0.115,-,0.650,-,-,0.365,0.153,1.192,107.568
'[14:53:21.061]',-0.146,-,0.690,-,-,0.375,0.149,1.209,107.860
'[14:53:21.069]',-0.120,-,0.660,-,-,0.360,0.146,1.245,107.613
'[14:53:21.077]',-0.140,-,0.685,-,-,0.360,0.143,1.306,106.863
'[14:53:21.085]',-0.120,-,0.655,-,-,0.360,0.140,1.379,105.752
'[14:53:21.093]',-0.130,-,0.685,-,-,0.365,0.138,1.470,104.502
'[14:53:21.101]',-0.120,-,0.655,-,-,0.355,0.136,1.597,103.117
'[14:53:21.109]',-0.146,-,0.680,-,-,0.350,0.133,1.749,101.867
'[14:53:21.117]',-0.166,-,0.700,-,-,0.330,0.131,1.913,100.756
'[14:53:21.125]',-0.200,-,0.690,-,-,0.320,0.128,2.077,99.683
'[14:53:21.133]',-0.211,-,0.720,-,-,0.325,0.126,2.231,98.800
'[14:53:21.141]',-0.175,-,0.675,-,-,0.335,0.125,2.365,98.051
'[14:53:21.149]',-0.140,-,0.685,-,-,0.325,0.123,2.482,97.435
'[14:53:21.157]',-0.106,-,0.630,-,-,0.305,0.122,2.566,96.870
'[14:53:21.165]',-0.086,-,0.650,-,-,0.310,0.121,2.610,96.368
'[14:53:21.173]',-0.075,-,0.630,-,-,0.325,0.120,2.628,95.981
'[14:53:21.181]',-0.100,-,0.670,-,-,0.350,0.120,2.625,95.619
'[14:53:21.189]',-0.090,-,0.645,-,-,0.340,0.120,2.605,95.232
'[14:53:21.197]',-0.106,-,0.670,-,-,0.350,0.120,2.573,94.870
'[14:53:21.205]',-0.075,-,0.645,-,-,0.340,0.120,2.528,94.483
'[14:53:21.213]',-0.100,-,0.670,-,-,0.350,0.120,2.456,94.051
'[14:53:21.221]',-0.075,-,0.645,-,-,0.345,0.120,2.385,93.689
'[14:53:21.229]',-0.095,-,0.665,-,-,0.355,0.120,2.331,93.232
'[14:53:21.237]',-0.070,-,0.635,-,-,0.340,0.121,2.267,92.806
'[14:53:21.245]',-0.086,-,0.660,-,-,0.355,0.121,2.183,92.375
'[14:53:21.253]',-0.065,-,0.630,-,-,0.340,0.122,2.109,91.873
'[14:53:21.261]',-0.075,-,0.650,-,-,0.345,0.123,2.057,91.371
'[14:53:21.269]',-0.050,-,0.625,-,-,0.335,0.125,2.005,90.870
'[14:53:21.277]',-0.061,-,0.635,-,-,0.335,0.126,1.957,90.305
'[14:53:21.285]',0.075,-,0.530,-,-,0.330,0.127,1.924,89.803
'[14:53:21.293]',0.460,-,0.305,-,-,0.065,0.128,1.904,89.238
'[14:53:21.301]',1.045,-,-0.030,-,-,-0.500,0.130,1.893,88.622
'[14:53:21.309]',1.501,-,-0.350,-,-,-0.500,0.131,1.893,88.127
'[14:53:21.317]',1.501,-,-0.500,-,-,-0.500,0.133,1.900,87.625
'[14:53:21.325]',1.501,-,-0.421,-,-,-0.500,0.135,1.911,87.124
'[14:53:21.333]',1.035,-,-0.120,-,-,-0.500,0.137,1.925,86.673
'[14:53:21.341]',0.325,-,0.370,-,-,-0.200,0.140,1.937,86.305
'[14:53:21.349]',-0.030,-,0.620,-,-,0.340,0.142,1.946,85.987
'[14:53:21.357]',-0.115,-,0.675,-,-,0.530,0.145,1.949,85.810
'[14:53:21.365]',-0.160,-,0.700,-,-,0.575,0.148,1.948,85.670
'[14:53:21.373]',-0.171,-,0.710,-,-,0.590,0.151,1.940,85.625
'[14:53:21.381]',-0.196,-,0.725,-,-,0.600,0.153,1.931,85.670
'[14:53:21.389]',-0.186,-,0.705,-,-,0.595,0.157,1.923,85.670
'[14:53:21.397]',-0.205,-,0.730,-,-,0.605,0.160,1.911,85.740
'[14:53:21.405]',-0.180,-,0.705,-,-,0.600,0.163,1.888,85.740
'[14:53:21.413]',-0.196,-,0.725,-,-,0.600,0.166,1.864,85.670
'[14:53:21.421]',-0.175,-,0.700,-,-,0.590,0.169,1.846,85.492
'[14:53:21.429]',-0.191,-,0.720,-,-,0.595,0.172,1.824,85.175
'[14:53:21.437]',-0.166,-,0.690,-,-,0.575,0.176,1.797,84.806
'[14:53:21.445]',-0.180,-,0.715,-,-,0.580,0.179,1.773,84.311
'[14:53:21.453]',-0.155,-,0.690,-,-,0.565,0.182,1.757,83.879
'[14:53:21.461]',-0.175,-,0.715,-,-,0.570,0.184,1.739,83.422
'[14:53:21.469]',-0.146,-,0.675,-,-,0.550,0.186,1.715,82.990
'[14:53:21.477]',-0.155,-,0.705,-,-,0.555,0.189,1.693,82.559
'[14:53:21.485]',-0.130,-,0.675,-,-,0.545,0.191,1.679,82.108
'[14:53:21.493]',-0.146,-,0.695,-,-,0.540,0.194,1.666,81.740
'[14:53:21.501]',-0.126,-,0.670,-,-,0.545,0.196,1.645,81.422
'[14:53:21.509]',-0.130,-,0.680,-,-,0.535,0.199,1.626,81.175
'[14:53:21.517]',-0.106,-,0.655,-,-,0.520,0.202,1.611,81.060
'[14:53:21.525]',-0.095,-,0.650,-,-,0.520,0.204,1.590,80.857
'[14:53:21.533]',-0.106,-,0.670,-,-,0.525,0.207,1.567,80.743
'[14:53:21.541]',-0.075,-,0.640,-,-,0.515,0.210,1.552,80.559
'[14:53:21.549]',-0.086,-,0.655,-,-,0.525,0.212,1.541,80.311
'[14:53:21.557]',-0.045,-,0.620,-,-,0.520,0.215,1.523,80.063
'[14:53:21.565]',-0.050,-,0.630,-,-,0.520,0.218,1.505,79.810
'[14:53:21.573]',-0.005,-,0.595,-,-,0.510,0.220,1.492,79.746
'[14:53:21.581]',0.010,-,0.605,-,-,0.520,0.223,1.474,79.746
'[14:53:21.589]',0.035,-,0.570,-,-,0.500,0.226,1.455,79.746
'[14:53:21.597]',0.024,-,0.580,-,-,0.495,0.228,1.433,79.746
'[14:53:21.605]',0.065,-,0.545,-,-,0.480,0.231,1.413,79.606
'[14:53:21.613]',0.050,-,0.555,-,-,0.475,0.233,1.392,79.492
'[14:53:21.621]',0.080,-,0.525,-,-,0.455,0.235,1.374,79.429
'[14:53:21.629]',0.050,-,0.555,-,-,0.450,0.237,1.362,79.676
'[14:53:21.637]',0.065,-,0.535,-,-,0.425,0.238,1.353,80.813
'[14:53:21.645]',0.030,-,0.570,-,-,0.415,0.240,1.346,83.492
'[14:53:21.653]',0.024,-,0.560,-,-,0.395,0.243,1.340,88.622
'[14:53:21.661]',-0.025,-,0.605,-,-,0.395,0.245,1.335,96.483
'[14:53:21.669]',-0.030,-,0.600,-,-,0.385,0.248,1.330,106.749
'[14:53:21.677]',-0.081,-,0.645,-,-,0.395,0.250,1.327,118.241
'[14:53:21.685]',-0.090,-,0.630,-,-,0.385,0.252,1.326,129.486
'[14:53:21.693]',-0.126,-,0.670,-,-,0.395,0.254,1.322,139.321
'[14:53:21.701]',-0.115,-,0.650,-,-,0.400,0.255,1.315,146.635
'[14:53:21.709]',-0.140,-,0.680,-,-,0.390,0.256,1.309,150.876
'[14:53:21.717]',-0.135,-,0.685,-,-,0.405,0.257,1.301,151.994
'[14:53:21.725]',-0.151,-,0.665,-,-,0.395,0.257,1.289,150.241
'[14:53:21.733]',-0.155,-,0.695,-,-,0.405,0.256,1.279,146.565
'[14:53:21.741]',-0.135,-,0.665,-,-,0.405,0.255,1.271,141.860
'[14:53:21.749]',-0.155,-,0.695,-,-,0.410,0.254,1.262,136.800
'[14:53:21.757]',-0.126,-,0.660,-,-,0.405,0.252,1.248,131.867
'[14:53:21.765]',-0.151,-,0.695,-,-,0.420,0.250,1.237,127.124
'[14:53:21.773]',-0.120,-,0.660,-,-,0.405,0.247,1.227,122.559
'[14:53:21.781]',-0.146,-,0.690,-,-,0.415,0.245,1.220,118.241
'[14:53:21.789]',-0.120,-,0.665,-,-,0.405,0.241,1.215,114.241
'[14:53:21.797]',-0.140,-,0.685,-,-,0.410,0.238,1.207,110.495
'[14:53:21.805]',-0.120,-,0.665,-,-,0.405,0.234,1.200,107.067
'[14:53:21.813]',-0.140,-,0.685,-,-,0.405,0.229,1.195,103.867
'[14:53:21.821]',-0.120,-,0.660,-,-,0.395,0.224,1.189,100.800
'[14:53:21.829]',-0.140,-,0.685,-,-,0.400,0.219,1.183,98.121
'[14:53:21.837]',-0.120,-,0.660,-,-,0.385,0.213,1.178,96.051
'[14:53:21.845]',-0.140,-,0.685,-,-,0.395,0.208,1.175,95.054
'[14:53:21.853]',-0.120,-,0.665,-,-,0.380,0.202,1.172,95.302
'[14:53:21.861]',-0.140,-,0.685,-,-,0.395,0.197,1.167,96.552
'[14:53:21.869]',-0.120,-,0.670,-,-,0.380,0.192,1.160,98.483
'[14:53:21.877]',-0.146,-,0.695,-,-,0.380,0.188,1.155,100.756
'[14:53:21.885]',-0.130,-,0.670,-,-,0.380,0.184,1.154,103.003
'[14:53:21.893]',-0.146,-,0.690,-,-,0.380,0.180,1.153,105.048
'[14:53:21.901]',-0.130,-,0.670,-,-,0.385,0.176,1.156,106.749
'[14:53:21.909]',-0.126,-,0.690,-,-,0.380,0.173,1.172,107.816
'[14:53:21.917]',-0.140,-,0.665,-,-,0.370,0.170,1.207,108.317
'[14:53:21.925]',-0.120,-,0.660,-,-,0.365,0.166,1.268,108.317
'[14:53:21.933]',-0.140,-,0.685,-,-,0.375,0.164,1.356,107.746
'[14:53:21.941]',-0.120,-,0.665,-,-,0.370,0.162,1.473,106.749
'[14:53:21.949]',-0.140,-,0.685,-,-,0.375,0.161,1.616,105.498
'[14:53:21.957]',-0.120,-,0.660,-,-,0.370,0.159,1.775,104.114
'[14:53:21.965]',-0.146,-,0.685,-,-,0.375,0.157,1.945,102.794
'[14:53:21.973]',-0.166,-,0.675,-,-,0.340,0.156,2.092,101.613
'[14:53:21.981]',-0.200,-,0.715,-,-,0.335,0.153,2.219,100.546
'[14:53:21.989]',-0.191,-,0.695,-,-,0.325,0.151,2.346,99.619
'[14:53:21.997]',-0.211,-,0.710,-,-,0.345,0.149,2.455,98.800
'[14:53:22.005]',-0.146,-,0.650,-,-,0.330,0.147,2.537,98.121
'[14:53:22.013]',-0.130,-,0.655,-,-,0.335,0.145,2.590,97.549
'[14:53:22.021]',-0.075,-,0.615,-,-,0.310,0.142,2.616,97.048
'[14:53:22.029]',-0.100,-,0.655,-,-,0.340,0.141,2.617,96.552
'[14:53:22.037]',-0.090,-,0.640,-,-,0.355,0.140,2.600,96.121
'[14:53:22.045]',-0.120,-,0.675,-,-,0.365,0.139,2.569,95.689
'[14:53:22.053]',-0.086,-,0.640,-,-,0.350,0.138,2.528,95.187
'[14:53:22.061]',-0.100,-,0.660,-,-,0.360,0.138,2.478,94.737
'[14:53:22.069]',-0.075,-,0.635,-,-,0.355,0.137,2.421,94.235
'[14:53:22.077]',-0.095,-,0.660,-,-,0.360,0.137,2.365,93.803
'[14:53:22.085]',-0.081,-,0.635,-,-,0.350,0.137,2.308,93.302
'[14:53:22.093]',-0.100,-,0.660,-,-,0.355,0.137,2.247,92.870
'[14:53:22.101]',-0.081,-,0.630,-,-,0.360,0.138,2.186,92.438
'[14:53:22.109]',-0.090,-,0.650,-,-,0.350,0.139,2.125,91.987
'[14:53:22.117]',-0.070,-,0.655,-,-,0.360,0.140,2.067,91.441
'[14:53:22.125]',-0.075,-,0.625,-,-,0.345,0.143,2.018,90.921
'[14:53:22.133]',-0.050,-,0.650,-,-,0.360,0.147,1.978,90.419
'[14:53:22.141]',-0.005,-,0.585,-,-,0.335,0.151,1.947,89.917
'[14:53:22.149]',0.315,-,0.380,-,-,0.210,0.156,1.929,89.422
'[14:53:22.157]',0.845,-,0.085,-,-,-0.451,0.162,1.921,88.921
'[14:53:22.165]',1.435,-,-0.231,-,-,-0.500,0.168,1.922,88.419
'[14:53:22.173]',1.501,-,-0.500,-,-,-0.500,0.176,1.927,87.917
'[14:53:22.181]',1.501,-,-0.500,-,-,-0.500,0.183,1.935,87.422
'[14:53:22.189]',1.321,-,-0.271,-,-,-0.500,0.191,1.945,86.921
'[14:53:22.197]',0.575,-,0.215,-,-,-0.441,0.199,1.954,86.629
'[14:53:22.205]',0.050,-,0.560,-,-,0.220,0.206,1.960,86.305
'[14:53:22.213]',-0.120,-,0.680,-,-,0.500,0.214,1.961,86.171
'[14:53:22.221]',-0.146,-,0.690,-,-,0.565,0.224,1.959,86.057
'[14:53:22.229]',-0.196,-,0.725,-,-,0.600,0.234,1.953,86.057
'[14:53:22.237]',-0.191,-,0.705,-,-,0.605,0.245,1.941,86.127
'[14:53:22.245]',-0.220,-,0.745,-,-,0.620,0.257,1.925,86.127
'[14:53:22.253]',-0.200,-,0.705,-,-,0.615,0.268,1.906,86.171
'[14:53:22.261]',-0.220,-,0.740,-,-,0.620,0.279,1.887,86.171
'[14:53:22.269]',-0.191,-,0.700,-,-,0.605,0.290,1.865,86.127
'[14:53:22.277]',-0.211,-,0.725,-,-,0.605,0.301,1.844,85.924
'[14:53:22.285]',-0.186,-,0.695,-,-,0.590,0.314,1.824,85.670
'[14:53:22.293]',-0.180,-,0.715,-,-,0.590,0.327,1.804,85.308
'[14:53:22.301]',-0.191,-,0.695,-,-,0.575,0.341,1.785,84.876
'[14:53:22.309]',-0.175,-,0.715,-,-,0.570,0.356,1.765,84.375
'[14:53:22.317]',-0.191,-,0.690,-,-,0.565,0.371,1.744,83.924
'[14:53:22.325]',-0.155,-,0.685,-,-,0.560,0.387,1.722,83.492
'[14:53:22.333]',-0.175,-,0.710,-,-,0.565,0.403,1.702,83.060
'[14:53:22.341]',-0.146,-,0.675,-,-,0.545,0.419,1.682,82.673
'[14:53:22.349]',-0.166,-,0.700,-,-,0.550,0.433,1.666,82.311
'[14:53:22.357]',-0.126,-,0.665,-,-,0.535,0.448,1.649,81.924
'[14:53:22.365]',-0.151,-,0.700,-,-,0.545,0.460,1.630,81.676
'[14:53:22.373]',-0.115,-,0.660,-,-,0.530,0.473,1.632,81.422
'[14:53:22.381]',-0.135,-,0.690,-,-,0.540,0.487,1.642,81.244
'[14:53:22.389]',-0.100,-,0.650,-,-,0.525,0.500,1.635,81.105
'[14:53:22.397]',-0.115,-,0.670,-,-,0.535,0.514,1.622,80.927
'[14:53:22.405]',-0.075,-,0.635,-,-,0.520,0.528,1.603,80.673
'[14:53:22.413]',-0.086,-,0.655,-,-,0.530,0.541,1.583,80.425
'[14:53:22.421]',-0.025,-,0.605,-,-,0.520,0.554,1.565,80.178
'[14:53:22.429]',-0.035,-,0.625,-,-,0.535,0.566,1.546,79.994
'[14:53:22.437]',0.015,-,0.580,-,-,0.520,0.579,1.528,79.994
'[14:53:22.445]',0.010,-,0.595,-,-,0.520,0.592,1.510,79.994
'[14:53:22.453]',0.044,-,0.555,-,-,0.500,0.606,1.493,80.063
'[14:53:22.461]',0.035,-,0.580,-,-,0.505,0.621,1.473,79.994
'[14:53:22.469]',0.065,-,0.540,-,-,0.480,0.636,1.453,79.924
'[14:53:22.477]',0.040,-,0.570,-,-,0.475,0.651,1.436,79.924
'[14:53:22.485]',0.060,-,0.540,-,-,0.455,0.667,1.422,80.356
'[14:53:22.493]',0.044,-,0.555,-,-,0.445,0.682,1.410,81.810
'[14:53:22.501]',0.035,-,0.545,-,-,0.420,0.697,1.401,84.990
'[14:53:22.509]',0.004,-,0.580,-,-,0.405,0.711,1.395,90.737
'[14:53:22.517]',-0.010,-,0.595,-,-,0.390,0.725,1.392,99.365
'[14:53:22.525]',-0.055,-,0.590,-,-,0.385,0.738,1.391,110.425
'[14:53:22.533]',-0.075,-,0.640,-,-,0.400,0.751,1.389,122.559
'[14:53:22.541]',-0.090,-,0.630,-,-,0.390,0.763,1.385,134.254
'[14:53:22.549]',-0.115,-,0.665,-,-,0.405,0.776,1.381,144.178
'[14:53:22.557]',-0.110,-,0.650,-,-,0.390,0.787,1.376,151.422
'[14:53:22.565]',-0.146,-,0.685,-,-,0.405,0.799,1.371,155.441
'[14:53:22.573]',-0.135,-,0.670,-,-,0.400,0.809,1.369,156.057
'[14:53:22.581]',-0.160,-,0.695,-,-,0.405,0.820,1.366,153.943
'[14:53:22.589]',-0.146,-,0.675,-,-,0.395,0.828,1.358,149.924
