"'Time','I','II','AVR','V','RESP','PLETH','ABP'"
"'[16:46:38.672]',-,-0.148,0.859,0.914,0.311,0.558,65.711"
"'[16:46:38.680]',-,-0.055,0.824,0.936,0.311,0.557,65.711"
"'[16:46:38.688]',-,-0.004,0.811,0.949,0.311,0.555,65.711"
"'[16:46:38.696]',-,0.010,0.799,0.955,0.311,0.552,65.515"
"'[16:46:38.704]',-,0.025,0.795,0.959,0.310,0.548,65.515"
"'[16:46:38.712]',-,0.031,0.789,0.959,0.310,0.543,65.319"
"'[16:46:38.720]',-,0.035,0.789,0.969,0.311,0.538,65.124"
"'[16:46:38.728]',-,0.045,0.785,0.965,0.311,0.532,64.928"
"'[16:46:38.736]',-,0.051,0.779,0.975,0.312,0.527,64.733"
"'[16:46:38.744]',-,0.051,0.779,0.975,0.313,0.521,64.342"
"'[16:46:38.752]',-,0.051,0.789,0.994,0.314,0.516,63.950"
"'[16:46:38.760]',-,0.061,0.779,1.010,0.315,0.511,63.559"
"'[16:46:38.768]',-,0.076,0.770,1.025,0.316,0.506,63.168"
"'[16:46:38.776]',-,0.086,0.766,0.994,0.318,0.502,62.973"
"'[16:46:38.784]',-,0.076,0.770,0.975,0.319,0.498,62.386"
"'[16:46:38.792]',-,0.070,0.779,0.945,0.320,0.494,61.995"
"'[16:46:38.800]',-,0.076,0.770,0.949,0.320,0.489,61.604"
"'[16:46:38.808]',-,0.076,0.775,0.945,0.321,0.485,61.213"
"'[16:46:38.816]',-,0.080,0.775,0.955,0.321,0.481,61.017"
"'[16:46:38.824]',-,0.090,0.766,0.945,0.321,0.478,60.821"
"'[16:46:38.832]',-,0.111,0.754,0.955,0.321,0.477,60.626"
"'[16:46:38.840]',-,0.115,0.750,0.945,0.320,0.476,60.626"
"'[16:46:38.848]',-,0.121,0.744,0.939,0.320,0.476,61.017"
"'[16:46:38.856]',-,0.125,0.734,0.930,0.319,0.475,61.604"
"'[16:46:38.864]',-,0.141,0.721,0.924,0.319,0.475,62.777"
"'[16:46:38.872]',-,0.145,0.709,0.910,0.318,0.474,64.537"
"'[16:46:38.880]',-,0.156,0.695,0.895,0.318,0.473,66.688"
"'[16:46:38.888]',-,0.160,0.689,0.885,0.317,0.472,69.231"
"'[16:46:38.896]',-,0.166,0.680,0.865,0.317,0.471,72.164"
"'[16:46:38.904]',-,0.166,0.680,0.859,0.317,0.469,75.293"
"'[16:46:38.912]',-,0.156,0.680,0.844,0.317,0.468,78.422"
"'[16:46:38.920]',-,0.141,0.676,0.840,0.317,0.466,81.552"
"'[16:46:38.928]',-,0.125,0.686,0.830,0.318,0.465,85.072"
"'[16:46:38.936]',-,0.100,0.699,0.844,0.319,0.463,88.983"
"'[16:46:38.944]',-,0.096,0.709,0.850,0.320,0.461,92.894"
"'[16:46:38.952]',-,0.090,0.721,0.875,0.321,0.459,96.806"
"'[16:46:38.960]',-,0.096,0.721,0.869,0.322,0.456,100.326"
"'[16:46:38.968]',-,0.080,0.721,0.850,0.323,0.453,103.064"
"'[16:46:38.976]',-,0.061,0.725,0.814,0.324,0.449,105.020"
"'[16:46:38.984]',-,0.055,0.730,0.814,0.326,0.446,106.193"
"'[16:46:38.992]',-,0.051,0.734,0.795,0.326,0.443,106.780"
"'[16:46:39.000]',-,0.055,0.725,0.795,0.326,0.439,107.171"
"'[16:46:39.008]',-,0.055,0.725,0.785,0.327,0.436,107.171"
"'[16:46:39.016]',-,0.051,0.725,0.789,0.327,0.432,106.780"
"'[16:46:39.024]',-,0.041,0.734,0.785,0.328,0.427,106.193"
"'[16:46:39.032]',-,0.051,0.734,0.795,0.328,0.421,105.215"
"'[16:46:39.040]',-,0.041,0.744,0.799,0.329,0.416,103.846"
"'[16:46:39.048]',-,0.041,0.740,0.795,0.331,0.413,102.477"
"'[16:46:39.056]',-,0.031,0.744,0.805,0.333,0.410,100.913"
"'[16:46:39.064]',-,0.035,0.740,0.811,0.335,0.406,99.348"
"'[16:46:39.072]',-,0.031,0.740,0.820,0.337,0.401,97.588"
"'[16:46:39.080]',-,0.041,0.740,0.820,0.340,0.396,95.632"
"'[16:46:39.088]',-,0.041,0.740,0.834,0.342,0.391,93.481"
"'[16:46:39.096]',-,0.045,0.734,0.830,0.344,0.388,91.330"
"'[16:46:39.104]',-,0.051,0.740,0.844,0.345,0.386,88.983"
"'[16:46:39.112]',-,0.045,0.734,0.844,0.347,0.384,86.636"
"'[16:46:39.120]',-,0.031,0.740,0.855,0.348,0.384,84.289"
"'[16:46:39.128]',-,0.035,0.744,0.865,0.349,0.384,81.747"
"'[16:46:39.136]',-,0.051,0.734,0.885,0.350,0.385,79.400"
"'[16:46:39.144]',-,0.055,0.734,0.879,0.351,0.387,77.054"
"'[16:46:39.152]',-,0.061,0.734,0.885,0.352,0.390,74.902"
"'[16:46:39.160]',-,0.045,0.744,0.834,0.352,0.396,72.947"
"'[16:46:39.168]',-,0.051,0.744,0.830,0.353,0.404,71.382"
"'[16:46:39.176]',-,0.051,0.734,0.820,0.353,0.413,70.013"
"'[16:46:39.184]',-,0.051,0.734,0.820,0.353,0.424,68.840"
"'[16:46:39.192]',-,0.041,0.744,0.799,0.354,0.436,67.666"
"'[16:46:39.200]',-,0.045,0.740,0.805,0.354,0.449,66.688"
"'[16:46:39.208]',-,0.035,0.744,0.795,0.354,0.463,65.906"
"'[16:46:39.216]',-,0.035,0.744,0.799,0.354,0.478,65.515"
"'[16:46:39.224]',-,0.025,0.750,0.795,0.354,0.492,65.124"
"'[16:46:39.232]',-,0.025,0.750,0.811,0.353,0.506,64.928"
"'[16:46:39.240]',-,0.016,0.760,0.814,0.353,0.520,64.733"
"'[16:46:39.248]',-,0.020,0.750,0.811,0.352,0.532,64.733"
"'[16:46:39.256]',-,0.010,0.754,0.820,0.351,0.543,64.928"
"'[16:46:39.264]',-,0.016,0.754,0.814,0.350,0.552,65.124"
"'[16:46:39.272]',-,0.006,0.766,0.830,0.349,0.562,65.319"
"'[16:46:39.280]',-,0.006,0.760,0.834,0.348,0.570,65.515"
"'[16:46:39.288]',-,0.010,0.760,0.840,0.347,0.578,65.906"
"'[16:46:39.296]',-,0.020,0.750,0.834,0.346,0.585,66.102"
"'[16:46:39.304]',-,0.025,0.754,0.844,0.345,0.590,66.297"
"'[16:46:39.312]',-,0.016,0.750,0.850,0.344,0.594,66.493"
"'[16:46:39.320]',-,0.025,0.754,0.879,0.342,0.597,66.688"
"'[16:46:39.328]',-,0.041,0.744,0.889,0.341,0.599,66.688"
"'[16:46:39.336]',-,0.055,0.734,0.875,0.340,0.598,66.884"
"'[16:46:39.344]',-,0.061,0.730,0.844,0.339,0.595,66.884"
"'[16:46:39.352]',-,0.064,0.725,0.834,0.338,0.592,66.884"
"'[16:46:39.360]',-,0.061,0.721,0.811,0.337,0.599,66.884"
"'[16:46:39.368]',-,0.064,0.721,0.814,0.336,0.609,66.688"
"'[16:46:39.376]',-,0.055,0.721,0.795,0.335,0.611,66.493"
"'[16:46:39.384]',-,0.055,0.721,0.799,0.335,0.610,66.297"
"'[16:46:39.392]',-,0.051,0.721,0.795,0.333,0.607,66.102"
"'[16:46:39.400]',-,0.051,0.721,0.805,0.332,0.602,65.906"
"'[16:46:39.408]',-,0.045,0.730,0.795,0.331,0.595,65.711"
"'[16:46:39.416]',-,0.035,0.734,0.811,0.329,0.589,65.515"
"'[16:46:39.424]',-,0.025,0.740,0.805,0.328,0.583,65.124"
"'[16:46:39.432]',-,0.025,0.744,0.814,0.327,0.577,64.733"
"'[16:46:39.440]',-,0.016,0.744,0.820,0.326,0.569,64.342"
"'[16:46:39.448]',-,0.020,0.750,0.824,0.326,0.562,63.950"
"'[16:46:39.456]',-,0.025,0.750,0.834,0.325,0.555,63.559"
"'[16:46:39.464]',-,0.055,0.744,0.855,0.324,0.548,63.168"
"'[16:46:39.472]',-,0.195,0.654,0.805,0.324,0.542,62.777"
"'[16:46:39.480]',-,0.520,0.439,0.570,0.323,0.536,62.386"
"'[16:46:39.488]',-,0.705,0.256,0.266,0.323,0.531,61.995"
"'[16:46:39.496]',-,0.395,0.336,0.170,0.322,0.526,61.799"
"'[16:46:39.504]',-,-0.104,0.545,0.225,0.322,0.522,61.408"
"'[16:46:39.512]',-,-0.369,0.660,0.346,0.321,0.518,61.017"
"'[16:46:39.520]',-,-0.469,0.740,0.500,0.321,0.514,60.626"
"'[16:46:39.528]',-,-0.479,0.785,0.615,0.322,0.512,60.430"
"'[16:46:39.536]',-,-0.408,0.814,0.715,0.322,0.510,60.039"
"'[16:46:39.544]',-,-0.324,0.824,0.779,0.323,0.509,59.844"
"'[16:46:39.552]',-,-0.209,0.834,0.859,0.323,0.509,59.452"
"'[16:46:39.560]',-,-0.104,0.830,0.895,0.323,0.509,59.061"
"'[16:46:39.568]',-,-0.020,0.805,0.914,0.322,0.509,58.866"
"'[16:46:39.576]',-,0.010,0.789,0.910,0.321,0.509,58.475"
"'[16:46:39.584]',-,0.025,0.789,0.920,0.321,0.508,58.279"
"'[16:46:39.592]',-,0.020,0.789,0.914,0.320,0.505,57.888"
"'[16:46:39.600]',-,0.020,0.789,0.924,0.320,0.501,57.692"
"'[16:46:39.608]',-,0.016,0.795,0.920,0.319,0.499,57.497"
"'[16:46:39.616]',-,0.020,0.795,0.936,0.319,0.495,57.106"
"'[16:46:39.624]',-,0.010,0.805,0.936,0.318,0.490,56.910"
"'[16:46:39.632]',-,0.025,0.805,0.955,0.318,0.486,56.715"
"'[16:46:39.640]',-,0.016,0.811,0.959,0.318,0.482,56.519"
"'[16:46:39.648]',-,0.025,0.814,0.965,0.317,0.479,56.323"
"'[16:46:39.656]',-,0.031,0.811,0.969,0.317,0.476,56.128"
"'[16:46:39.664]',-,0.045,0.789,0.965,0.317,0.473,56.128"
"'[16:46:39.672]',-,0.051,0.795,0.980,0.316,0.469,55.932"
"'[16:46:39.680]',-,0.070,0.779,0.984,0.315,0.464,55.737"
"'[16:46:39.688]',-,0.080,0.770,1.004,0.315,0.459,55.737"
"'[16:46:39.696]',-,0.105,0.760,1.020,0.313,0.454,55.541"
"'[16:46:39.704]',-,0.121,0.754,1.025,0.312,0.448,55.541"
"'[16:46:39.712]',-,0.131,0.744,0.980,0.310,0.442,55.541"
"'[16:46:39.720]',-,0.135,0.744,0.965,0.308,0.435,55.737"
"'[16:46:39.728]',-,0.145,0.730,0.945,0.305,0.429,56.323"
"'[16:46:39.736]',-,0.156,0.721,0.936,0.302,0.422,57.106"
"'[16:46:39.744]',-,0.160,0.715,0.920,0.299,0.417,58.475"
"'[16:46:39.752]',-,0.166,0.709,0.914,0.297,0.413,60.430"
"'[16:46:39.760]',-,0.166,0.705,0.889,0.294,0.408,62.973"
"'[16:46:39.768]',-,0.166,0.695,0.885,0.291,0.402,66.102"
"'[16:46:39.776]',-,0.160,0.695,0.865,0.288,0.397,69.622"
"'[16:46:39.784]',-,0.166,0.686,0.865,0.286,0.393,73.338"
"'[16:46:39.792]',-,0.166,0.680,0.844,0.283,0.388,76.858"
"'[16:46:39.800]',-,0.166,0.680,0.840,0.281,0.385,80.965"
"'[16:46:39.808]',-,0.145,0.680,0.820,0.279,0.382,85.072"
"'[16:46:39.816]',-,0.135,0.695,0.830,0.277,0.380,89.570"
"'[16:46:39.824]',-,0.121,0.695,0.820,0.275,0.379,93.872"
"'[16:46:39.832]',-,0.115,0.695,0.814,0.274,0.378,97.979"
"'[16:46:39.840]',-,0.100,0.699,0.820,0.273,0.378,101.108"
"'[16:46:39.848]',-,0.096,0.705,0.811,0.271,0.378,103.651"
"'[16:46:39.856]',-,0.076,0.715,0.820,0.270,0.379,105.606"
"'[16:46:39.864]',-,0.076,0.721,0.840,0.270,0.379,106.975"
"'[16:46:39.872]',-,0.080,0.721,0.865,0.269,0.379,108.344"
"'[16:46:39.880]',-,0.090,0.715,0.865,0.269,0.377,109.518"
"'[16:46:39.888]',-,0.080,0.721,0.840,0.269,0.375,110.104"
"'[16:46:39.896]',-,0.076,0.721,0.824,0.270,0.373,109.713"
"'[16:46:39.904]',-,0.076,0.721,0.811,0.270,0.371,108.735"
"'[16:46:39.912]',-,0.070,0.721,0.795,0.271,0.370,107.366"
"'[16:46:39.920]',-,0.061,0.721,0.799,0.271,0.370,105.802"
"'[16:46:39.928]',-,0.055,0.730,0.789,0.271,0.370,104.237"
"'[16:46:39.936]',-,0.051,0.734,0.795,0.271,0.373,102.868"
"'[16:46:39.944]',-,0.051,0.730,0.785,0.272,0.376,101.108"
"'[16:46:39.952]',-,0.051,0.740,0.795,0.272,0.380,99.153"
"'[16:46:39.960]',-,0.045,0.740,0.795,0.272,0.384,96.806"
"'[16:46:39.968]',-,0.035,0.740,0.805,0.272,0.388,94.263"
"'[16:46:39.976]',-,0.031,0.744,0.805,0.273,0.392,91.721"
"'[16:46:39.984]',-,0.035,0.750,0.820,0.274,0.395,89.179"
"'[16:46:39.992]',-,0.041,0.744,0.811,0.275,0.397,86.636"
"'[16:46:40.000]',-,0.051,0.744,0.824,0.276,0.400,84.094"
"'[16:46:40.008]',-,0.051,0.744,0.824,0.278,0.402,81.356"
"'[16:46:40.016]',-,0.051,0.740,0.830,0.279,0.405,79.009"
"'[16:46:40.024]',-,0.045,0.744,0.820,0.281,0.409,76.467"
"'[16:46:40.032]',-,0.051,0.734,0.834,0.281,0.416,74.316"
"'[16:46:40.040]',-,0.051,0.740,0.844,0.282,0.425,72.360"
"'[16:46:40.048]',-,0.070,0.730,0.869,0.282,0.436,70.600"
"'[16:46:40.056]',-,0.076,0.730,0.875,0.282,0.450,69.035"
"'[16:46:40.064]',-,0.076,0.721,0.844,0.282,0.465,67.666"
"'[16:46:40.072]',-,0.070,0.721,0.820,0.283,0.482,66.688"
"'[16:46:40.080]',-,0.064,0.721,0.820,0.283,0.500,65.711"
"'[16:46:40.088]',-,0.055,0.725,0.811,0.283,0.519,65.124"
"'[16:46:40.096]',-,0.061,0.725,0.805,0.284,0.538,64.537"
"'[16:46:40.104]',-,0.055,0.730,0.811,0.285,0.556,64.342"
"'[16:46:40.112]',-,0.051,0.734,0.799,0.285,0.574,64.146"
"'[16:46:40.120]',-,0.051,0.734,0.805,0.286,0.590,64.146"
"'[16:46:40.128]',-,0.041,0.744,0.799,0.286,0.605,64.342"
"'[16:46:40.136]',-,0.025,0.744,0.811,0.287,0.619,64.537"
"'[16:46:40.144]',-,0.025,0.744,0.805,0.287,0.630,64.928"
"'[16:46:40.152]',-,0.035,0.744,0.814,0.287,0.638,65.319"
"'[16:46:40.160]',-,0.035,0.740,0.814,0.287,0.646,65.711"
"'[16:46:40.168]',-,0.041,0.740,0.824,0.287,0.653,66.102"
"'[16:46:40.176]',-,0.035,0.730,0.814,0.287,0.658,66.493"
"'[16:46:40.184]',-,0.041,0.740,0.824,0.287,0.661,66.884"
"'[16:46:40.192]',-,0.031,0.740,0.820,0.287,0.664,67.275"
"'[16:46:40.200]',-,0.041,0.740,0.830,0.287,0.666,67.471"
"'[16:46:40.208]',-,0.041,0.734,0.820,0.287,0.668,67.666"
"'[16:46:40.216]',-,0.045,0.730,0.814,0.287,0.669,67.862"
"'[16:46:40.224]',-,0.041,0.734,0.824,0.287,0.668,68.057"
"'[16:46:40.232]',-,0.051,0.730,0.834,0.287,0.666,68.253"
"'[16:46:40.240]',-,0.051,0.725,0.850,0.287,0.662,68.253"
"'[16:46:40.248]',-,0.076,0.721,0.875,0.287,0.659,68.057"
"'[16:46:40.256]',-,0.076,0.721,0.865,0.287,0.654,68.057"
"'[16:46:40.264]',-,0.070,0.721,0.844,0.287,0.647,67.862"
"'[16:46:40.272]',-,0.055,0.725,0.824,0.287,0.639,67.666"
"'[16:46:40.280]',-,0.055,0.725,0.814,0.287,0.631,67.471"
"'[16:46:40.288]',-,0.051,0.725,0.805,0.287,0.624,67.275"
"'[16:46:40.296]',-,0.045,0.730,0.795,0.287,0.615,67.080"
"'[16:46:40.304]',-,0.041,0.734,0.789,0.287,0.607,66.688"
"'[16:46:40.312]',-,0.045,0.721,0.779,0.287,0.599,66.493"
"'[16:46:40.320]',-,0.055,0.721,0.795,0.286,0.592,66.102"
"'[16:46:40.328]',-,0.051,0.721,0.789,0.285,0.586,65.711"
"'[16:46:40.336]',-,0.041,0.725,0.795,0.284,0.578,65.319"
"'[16:46:40.344]',-,0.041,0.725,0.795,0.283,0.571,64.928"
"'[16:46:40.352]',-,0.035,0.730,0.805,0.283,0.564,64.537"
"'[16:46:40.360]',-,0.025,0.734,0.799,0.283,0.558,64.146"
"'[16:46:40.368]',-,0.031,0.734,0.814,0.282,0.551,63.755"
"'[16:46:40.376]',-,0.025,0.740,0.811,0.281,0.545,63.364"
"'[16:46:40.384]',-,0.025,0.734,0.820,0.281,0.540,62.973"
"'[16:46:40.392]',-,0.025,0.740,0.814,0.280,0.536,62.582"
"'[16:46:40.400]',-,0.025,0.730,0.824,0.280,0.532,62.190"
"'[16:46:40.408]',-,0.035,0.730,0.820,0.279,0.530,61.995"
"'[16:46:40.416]',-,0.045,0.725,0.830,0.279,0.529,61.604"
"'[16:46:40.424]',-,0.045,0.721,0.834,0.280,0.529,61.213"
"'[16:46:40.432]',-,0.051,0.725,0.859,0.280,0.528,61.017"
"'[16:46:40.440]',-,0.076,0.725,0.889,0.281,0.528,60.626"
"'[16:46:40.448]',-,0.156,0.689,0.904,0.281,0.528,60.235"
"'[16:46:40.456]',-,0.404,0.529,0.744,0.282,0.528,60.039"
"'[16:46:40.464]',-,0.730,0.295,0.404,0.282,0.528,59.844"
"'[16:46:40.472]',-,0.789,0.225,0.170,0.283,0.528,59.452"
"'[16:46:40.480]',-,0.189,0.416,0.141,0.283,0.528,59.257"
"'[16:46:40.488]',-,-0.250,0.605,0.225,0.284,0.527,58.866"
"'[16:46:40.496]',-,-0.459,0.705,0.350,0.285,0.525,58.670"
"'[16:46:40.504]',-,-0.498,0.779,0.500,0.286,0.522,58.475"
"'[16:46:40.512]',-,-0.479,0.811,0.625,0.287,0.518,58.279"
"'[16:46:40.520]',-,-0.404,0.830,0.721,0.289,0.515,58.083"
"'[16:46:40.528]',-,-0.299,0.834,0.795,0.290,0.511,58.083"
"'[16:46:40.536]',-,-0.180,0.840,0.875,0.292,0.508,57.888"
"'[16:46:40.544]',-,-0.080,0.814,0.910,0.293,0.505,57.692"
"'[16:46:40.552]',-,-0.014,0.795,0.930,0.294,0.502,57.692"
"'[16:46:40.560]',-,0.006,0.789,0.924,0.295,0.500,57.497"
"'[16:46:40.568]',-,0.020,0.789,0.939,0.296,0.496,57.497"
"'[16:46:40.576]',-,0.025,0.789,0.936,0.296,0.492,57.301"
"'[16:46:40.584]',-,0.025,0.789,0.949,0.297,0.488,57.106"
"'[16:46:40.592]',-,0.020,0.789,0.945,0.297,0.484,57.106"
"'[16:46:40.600]',-,0.025,0.789,0.959,0.298,0.480,56.910"
"'[16:46:40.608]',-,0.025,0.795,0.959,0.299,0.474,56.910"
"'[16:46:40.616]',-,0.035,0.789,0.969,0.300,0.469,56.910"
"'[16:46:40.624]',-,0.045,0.789,0.975,0.301,0.464,56.715"
"'[16:46:40.632]',-,0.064,0.785,1.004,0.302,0.459,56.715"
"'[16:46:40.640]',-,0.070,0.779,1.014,0.302,0.455,56.519"
"'[16:46:40.648]',-,0.096,0.766,1.010,0.303,0.451,56.519"
"'[16:46:40.656]',-,0.100,0.760,0.980,0.304,0.446,56.323"
"'[16:46:40.664]',-,0.111,0.760,0.975,0.304,0.442,56.323"
"'[16:46:40.672]',-,0.111,0.754,0.959,0.305,0.436,56.128"
"'[16:46:40.680]',-,0.115,0.744,0.955,0.305,0.432,56.128"
"'[16:46:40.688]',-,0.121,0.750,0.959,0.305,0.427,56.128"
"'[16:46:40.696]',-,0.131,0.740,0.939,0.306,0.422,56.323"
"'[16:46:40.704]',-,0.135,0.734,0.936,0.306,0.418,56.715"
"'[16:46:40.712]',-,0.145,0.730,0.930,0.306,0.415,57.106"
"'[16:46:40.720]',-,0.145,0.730,0.924,0.306,0.413,58.279"
"'[16:46:40.728]',-,0.145,0.725,0.920,0.306,0.411,59.648"
"'[16:46:40.736]',-,0.141,0.721,0.924,0.305,0.409,61.799"
"'[16:46:40.744]',-,0.135,0.721,0.910,0.304,0.407,64.537"
"'[16:46:40.752]',-,0.145,0.715,0.900,0.303,0.406,67.471"
"'[16:46:40.760]',-,0.141,0.699,0.879,0.302,0.404,70.991"
"'[16:46:40.768]',-,0.150,0.695,0.869,0.301,0.402,74.316"
"'[16:46:40.776]',-,0.150,0.680,0.859,0.301,0.401,77.836"
"'[16:46:40.784]',-,0.141,0.686,0.855,0.300,0.400,81.552"
"'[16:46:40.792]',-,0.121,0.689,0.840,0.299,0.400,85.463"
"'[16:46:40.800]',-,0.111,0.695,0.844,0.299,0.401,89.374"
"'[16:46:40.808]',-,0.105,0.699,0.850,0.298,0.403,93.286"
"'[16:46:40.816]',-,0.105,0.705,0.865,0.298,0.405,96.610"
"'[16:46:40.824]',-,0.096,0.705,0.844,0.297,0.406,99.348"
"'[16:46:40.832]',-,0.086,0.699,0.824,0.297,0.406,101.695"
"'[16:46:40.840]',-,0.076,0.699,0.814,0.298,0.407,103.651"
"'[16:46:40.848]',-,0.076,0.699,0.811,0.298,0.409,105.020"
"'[16:46:40.856]',-,0.070,0.699,0.799,0.299,0.411,106.389"
"'[16:46:40.864]',-,0.064,0.695,0.795,0.299,0.413,107.171"
"'[16:46:40.872]',-,0.064,0.705,0.789,0.299,0.414,107.171"
"'[16:46:40.880]',-,0.064,0.705,0.779,0.300,0.416,106.975"
"'[16:46:40.888]',-,0.055,0.709,0.795,0.300,0.418,106.389"
"'[16:46:40.896]',-,0.061,0.709,0.785,0.301,0.420,105.411"
"'[16:46:40.904]',-,0.051,0.721,0.795,0.301,0.421,104.433"
"'[16:46:40.912]',-,0.045,0.721,0.789,0.302,0.421,103.260"
"'[16:46:40.920]',-,0.041,0.730,0.799,0.303,0.421,102.086"
"'[16:46:40.928]',-,0.035,0.725,0.795,0.304,0.420,100.717"
"'[16:46:40.936]',-,0.041,0.734,0.814,0.305,0.420,99.153"
"'[16:46:40.944]',-,0.035,0.725,0.814,0.305,0.421,97.588"
"'[16:46:40.952]',-,0.051,0.725,0.824,0.306,0.423,95.632"
"'[16:46:40.960]',-,0.051,0.721,0.824,0.306,0.425,93.677"
"'[16:46:40.968]',-,0.055,0.721,0.844,0.307,0.427,91.721"
"'[16:46:40.976]',-,0.051,0.725,0.859,0.307,0.431,89.765"
"'[16:46:40.984]',-,0.064,0.725,0.885,0.307,0.437,87.419"
"'[16:46:40.992]',-,0.061,0.730,0.869,0.308,0.442,84.876"
"'[16:46:41.000]',-,0.045,0.740,0.855,0.308,0.449,82.334"
"'[16:46:41.008]',-,0.031,0.744,0.824,0.309,0.457,79.596"
"'[16:46:41.016]',-,0.051,0.740,0.834,0.310,0.465,77.054"
"'[16:46:41.024]',-,0.051,0.740,0.820,0.311,0.475,74.902"
"'[16:46:41.032]',-,0.051,0.734,0.820,0.312,0.486,72.947"
"'[16:46:41.040]',-,0.041,0.740,0.814,0.312,0.496,71.186"
"'[16:46:41.048]',-,0.045,0.734,0.811,0.313,0.506,69.818"
"'[16:46:41.056]',-,0.035,0.740,0.814,0.312,0.520,68.449"
"'[16:46:41.064]',-,0.035,0.734,0.805,0.312,0.534,67.471"
"'[16:46:41.072]',-,0.025,0.744,0.814,0.311,0.549,66.493"
"'[16:46:41.080]',-,0.020,0.744,0.811,0.311,0.566,65.906"
"'[16:46:41.088]',-,0.016,0.744,0.805,0.310,0.583,65.319"
"'[16:46:41.096]',-,0.020,0.744,0.811,0.309,0.597,64.928"
"'[16:46:41.104]',-,0.010,0.750,0.820,0.308,0.612,64.733"
"'[16:46:41.112]',-,0.006,0.744,0.814,0.308,0.625,64.733"
"'[16:46:41.120]',-,0.016,0.744,0.830,0.306,0.638,64.928"
"'[16:46:41.128]',-,0.006,0.744,0.820,0.305,0.650,64.928"
"'[16:46:41.136]',-,0.020,0.744,0.830,0.304,0.661,65.319"
"'[16:46:41.144]',-,0.025,0.734,0.824,0.303,0.669,65.515"
"'[16:46:41.152]',-,0.031,0.740,0.844,0.301,0.674,65.906"
"'[16:46:41.160]',-,0.025,0.734,0.855,0.299,0.679,66.102"
"'[16:46:41.168]',-,0.051,0.730,0.885,0.297,0.685,66.493"
"'[16:46:41.176]',-,0.055,0.721,0.875,0.295,0.689,66.688"
"'[16:46:41.184]',-,0.064,0.721,0.859,0.294,0.692,67.080"
"'[16:46:41.192]',-,0.055,0.725,0.834,0.292,0.695,67.275"
"'[16:46:41.200]',-,0.061,0.725,0.840,0.291,0.695,67.471"
"'[16:46:41.208]',-,0.051,0.725,0.820,0.290,0.694,67.471"
"'[16:46:41.216]',-,0.051,0.721,0.820,0.289,0.692,67.666"
"'[16:46:41.224]',-,0.055,0.721,0.805,0.288,0.687,67.666"
"'[16:46:41.232]',-,0.086,0.715,0.814,0.287,0.682,67.666"
"'[16:46:41.240]',-,0.250,0.605,0.730,0.286,0.676,67.471"
"'[16:46:41.248]',-,0.600,0.371,0.471,0.286,0.673,67.275"
"'[16:46:41.256]',-,0.715,0.225,0.176,0.285,0.668,67.080"
"'[16:46:41.264]',-,0.301,0.359,0.115,0.284,0.662,66.884"
"'[16:46:41.272]',-,-0.209,0.580,0.176,0.284,0.658,66.688"
"'[16:46:41.280]',-,-0.469,0.699,0.301,0.283,0.652,66.297"
"'[16:46:41.288]',-,-0.498,0.779,0.455,0.283,0.645,66.102"
"'[16:46:41.296]',-,-0.498,0.820,0.605,0.283,0.635,65.906"
"'[16:46:41.304]',-,-0.443,0.844,0.715,0.283,0.626,65.515"
"'[16:46:41.312]',-,-0.340,0.844,0.795,0.282,0.616,65.124"
"'[16:46:41.320]',-,-0.215,0.850,0.879,0.281,0.606,64.928"
"'[16:46:41.328]',-,-0.104,0.830,0.924,0.280,0.598,64.537"
"'[16:46:41.336]',-,-0.029,0.811,0.949,0.279,0.590,64.146"
"'[16:46:41.344]',-,0.006,0.789,0.959,0.278,0.585,63.755"
"'[16:46:41.352]',-,0.031,0.789,0.984,0.277,0.579,63.364"
"'[16:46:41.360]',-,0.051,0.785,0.990,0.276,0.573,62.973"
"'[16:46:41.368]',-,0.055,0.785,0.980,0.275,0.566,62.582"
"'[16:46:41.376]',-,0.045,0.789,0.945,0.275,0.560,62.190"
"'[16:46:41.384]',-,0.051,0.785,0.936,0.275,0.556,61.799"
"'[16:46:41.392]',-,0.051,0.789,0.930,0.275,0.552,61.408"
"'[16:46:41.400]',-,0.051,0.785,0.936,0.276,0.547,61.017"
"'[16:46:41.408]',-,0.051,0.785,0.920,0.276,0.535,60.626"
"'[16:46:41.416]',-,0.051,0.779,0.924,0.276,0.518,60.235"
"'[16:46:41.424]',-,0.051,0.785,0.914,0.277,0.508,59.844"
"'[16:46:41.432]',-,0.051,0.789,0.930,0.277,0.501,59.452"
"'[16:46:41.440]',-,0.045,0.785,0.924,0.277,0.498,59.061"
"'[16:46:41.448]',-,0.051,0.779,0.936,0.277,0.497,58.866"
"'[16:46:41.456]',-,0.051,0.785,0.936,0.277,0.496,58.475"
"'[16:46:41.464]',-,0.070,0.775,0.945,0.277,0.495,58.279"
"'[16:46:41.472]',-,0.076,0.770,0.955,0.277,0.493,58.279"
"'[16:46:41.480]',-,0.096,0.766,0.945,0.276,0.490,58.083"
"'[16:46:41.488]',-,0.100,0.760,0.959,0.275,0.486,58.083"
"'[16:46:41.496]',-,0.115,0.744,0.949,0.274,0.483,58.083"
"'[16:46:41.504]',-,0.121,0.744,0.959,0.273,0.479,58.279"
"'[16:46:41.512]',-,0.135,0.730,0.945,0.273,0.475,58.866"
"'[16:46:41.520]',-,0.145,0.725,0.955,0.272,0.471,59.648"
